h_2_0,h_2_1,h_2_2,h_2_3
0.9356457,0.9349836,0.021027774,0.020938993
0.9364537,0.9364469,0.019736081,0.92740273
0.9263849,0.022872388,0.93548036,0.9356159
0.93143654,0.020962507,0.018390715,0.02100426
0.9389051,0.93843484,0.017804086,0.017726213
0.93754613,0.93754196,0.017878115,0.02067405
0.019709915,0.92734826,0.93540454,0.9356377
0.92871946,0.023243189,0.92867446,0.020275474
0.93417716,0.93392736,0.93402183,0.9339519
0.01973018,0.92728186,0.9357228,0.93565834
0.020372093,0.92862535,0.0213404,0.021348894
0.024270236,0.93113303,0.018200904,0.018297851
0.023651391,0.92832124,0.92895085,0.020313323
0.9303524,0.020508975,0.020295411,0.92887944
0.9315654,0.024005026,0.018290848,0.01829058
0.024514705,0.9303299,0.01828584,0.021470487
0.93520653,0.93476415,0.021048248,0.020983785
0.0177252,0.020550042,0.9374355,0.93777204
0.021159768,0.9322108,0.018291682,0.0182378
0.9294032,0.023677021,0.02027145,0.92908114
0.9363962,0.9357099,0.92691684,0.019643962
0.023114532,0.9263114,0.9354093,0.93593884
0.021415085,0.021072477,0.92987245,0.020896852
0.02093327,0.020738363,0.93618876,0.9370922
0.019746214,0.9275638,0.9360946,0.93627876
0.9278207,0.019829303,0.023483038,0.92839867
0.9345846,0.9341388,0.9340386,0.9339235
0.9292391,0.023618132,0.020283937,0.9293661
0.9273578,0.019710153,0.93563664,0.93548995
0.01990357,0.92754245,0.023307443,0.9285543
0.9270746,0.019662052,0.935511,0.9352602
0.02053377,0.929479,0.020959139,0.018180817
0.020406365,0.929484,0.92961097,0.020283371
0.93525565,0.9349235,0.9272791,0.023196727
0.9339572,0.9336156,0.9334357,0.933417
0.93013,0.020275056,0.9291503,0.0201267
0.92595136,0.022805005,0.9350034,0.93535614
0.02094078,0.020741433,0.9365388,0.93710566
0.9275171,0.019680768,0.93552685,0.9352313
0.018947065,0.021508306,0.018791825,0.018816173
0.93374133,0.9334916,0.023118705,0.9265913
0.93434614,0.9337386,0.022927612,0.9260794
0.93530154,0.93490374,0.92676485,0.023036808
0.02308619,0.9260039,0.9350204,0.9352802
0.018289655,0.021469146,0.022234023,0.02235356
0.021118253,0.018080562,0.9304162,0.020725816
0.021484256,0.0213539,0.020718962,0.93078816
0.92913735,0.023607641,0.021375418,0.01822707
0.017636806,0.020434082,0.93686396,0.93729824
0.9274692,0.019695878,0.93595326,0.93551016
0.9360055,0.93550336,0.9268995,0.019639432
0.93487376,0.93468785,0.9267453,0.023085088
0.927836,0.023655117,0.9289907,0.02428165
0.9297199,0.020255,0.9291345,0.020121515
0.927794,0.019729167,0.9356524,0.9354614
0.9289547,0.02355221,0.020263761,0.9291122
0.92686236,0.02299425,0.9354982,0.9355891
0.9368471,0.9367405,0.019738406,0.927211
0.020434737,0.92950606,0.9293448,0.020233423
0.9363134,0.9365177,0.019748509,0.9276837
0.020347118,0.92859817,0.021498054,0.021531075
0.92968106,0.023744196,0.020291656,0.92933536
0.9267404,0.022990316,0.9351567,0.93557334
0.92857754,0.02012527,0.92905545,0.023454636
0.017821819,0.020757258,0.024240345,0.93035746
0.01843521,0.021155983,0.02167651,0.018729925
0.9294455,0.020271838,0.021481425,0.021270424
0.9338057,0.9336966,0.9335521,0.9336914
0.92912096,0.023311883,0.92917246,0.020305812
0.023770541,0.9271129,0.92822886,0.024171174
0.017842919,0.017824948,0.9376932,0.9373702
0.020338655,0.92925423,0.9291512,0.020249814
0.92714715,0.023350626,0.023915201,0.92844266
0.022971958,0.92571366,0.9348009,0.93544054
0.9263375,0.023161352,0.023903072,0.928195
0.9368107,0.9358752,0.020499736,0.017648011
