h_1_0,h_1_1,h_1_2,h_1_3,h_1_4,h_1_5,h_1_6,h_1_7
3.3974648e-05,0.95297956,0.9766176,1.5348196e-05,0.9767975,1.5467405e-05,3.424287e-05,0.9536122
0.9755477,1.5377998e-05,0.034742624,0.017942727,3.248453e-05,0.95478106,0.9757834,1.5735626e-05
3.20673e-05,0.9526833,0.034529388,0.017525047,0.9756715,1.579523e-05,0.97568274,1.5676022e-05
0.04304588,0.017347574,4.0113926e-05,0.9536878,4.002452e-05,0.95300645,4.005432e-05,0.9525507
0.033395916,0.01748678,0.032928497,0.017887563,0.97424084,1.552701e-05,0.9741118,1.5318394e-05
0.9740544,1.5228987e-05,0.032553792,0.017742753,0.9741498,1.5974045e-05,0.03306982,0.01770258
3.749132e-05,0.9525901,0.040133536,0.01733604,3.8027763e-05,0.9536066,0.040471584,0.017544836
0.036416262,0.01739797,0.9767468,1.5467405e-05,0.036846668,0.01775074,3.4421682e-05,0.9541219
0.035755634,0.017221212,0.97651684,1.5377998e-05,0.03603697,0.017499715,3.412366e-05,0.95344234
0.97273314,1.54078e-05,0.972556,1.5735626e-05,0.9727683,1.5884638e-05,0.03129956,0.017631233
0.9782562,1.54078e-05,3.606081e-05,0.9540447,0.038601637,0.01768446,3.6150217e-05,0.95325345
3.8057566e-05,0.9528824,0.040445685,0.017377198,0.040953904,0.017668009,3.8415194e-05,0.95404303
0.03704816,0.017678887,0.9770068,1.5884638e-05,3.439188e-05,0.95389116,0.036916435,0.017593324
0.9742496,1.5348196e-05,0.03258598,0.017751545,0.9740267,1.5556812e-05,0.03263578,0.017238885
0.036263406,0.017208725,0.03620547,0.01736179,0.9766185,1.54078e-05,3.3944845e-05,0.95285475
3.6001205e-05,0.95280063,0.03818366,0.017303139,0.9778739,1.5199184e-05,3.5762787e-05,0.95258856
0.9757937,1.5616417e-05,0.9755801,1.579523e-05,0.034986466,0.017886937,3.2812357e-05,0.95408356
0.03314656,0.017395616,0.032895952,0.017878741,0.9743629,1.5884638e-05,0.9744541,1.5676022e-05
3.451109e-05,0.95356315,0.97699106,1.5616417e-05,0.03714937,0.017708808,0.036970347,0.01777783
0.97784853,1.5288591e-05,3.5703182e-05,0.95362574,0.037754864,0.017434388,3.5852194e-05,0.9525616
3.734231e-05,0.9520849,3.7372112e-05,0.9526635,0.039849013,0.017181814,0.039903015,0.017059028
0.9743701,1.5377998e-05,0.033013046,0.01789987,0.9743022,1.5974045e-05,0.033447742,0.017838806
3.3974648e-05,0.95265466,0.03607753,0.017341346,0.97667384,1.5258789e-05,0.036038548,0.01715371
3.412366e-05,0.95282924,0.036548555,0.017486393,0.9769219,1.5735626e-05,0.03693202,0.01775068
0.9758942,1.5467405e-05,3.2514334e-05,0.9546316,0.034988582,0.017894536,0.9756448,1.552701e-05
0.977937,1.5288591e-05,3.5762787e-05,0.9539386,3.5762787e-05,0.9536485,0.038222373,0.017239481
0.9768087,1.5377998e-05,0.036299974,0.017754763,3.385544e-05,0.95338285,0.036186606,0.017169952
3.5226345e-05,0.9522666,0.037850946,0.017253518,0.038030326,0.017481267,0.038281053,0.017447382
0.038580567,0.017384589,0.03820926,0.017571807,0.03786379,0.017149895,3.567338e-05,0.9521066
0.0378384,0.01715383,0.03802228,0.017282426,0.037764043,0.017199963,3.567338e-05,0.952415
3.97861e-05,0.9524097,3.9756298e-05,0.95288175,3.990531e-05,0.95282245,0.042182326,0.017154336
3.1888485e-05,0.9529557,0.9753878,1.5586615e-05,0.034487635,0.017521739,0.97549653,1.5437603e-05
0.9743589,1.552701e-05,0.9741363,1.5825033e-05,0.03320685,0.017951727,0.03310424,0.01772967
0.036135674,0.017184705,0.036239743,0.017474651,0.03682658,0.017920196,0.03671965,0.017816693
0.97563493,1.54078e-05,0.03470972,0.017826885,0.034236938,0.017474711,0.03461033,0.017205954
0.035355598,0.017542541,0.034857363,0.017848104,0.975563,1.5467405e-05,0.034714878,0.017270952
0.039907515,0.017184585,0.040275156,0.017356426,3.7908554e-05,0.9539183,3.823638e-05,0.9538746
0.034673333,0.017309725,0.034686208,0.017554343,0.9754975,1.5556812e-05,0.034661055,0.017386436
0.038749427,0.017327398,3.6120415e-05,0.9539684,0.038064808,0.017393261,0.03844306,0.017175555
0.034938782,0.017508626,0.97544456,1.5765429e-05,0.975548,1.564622e-05,3.257394e-05,0.95357364
0.032505423,0.017164737,0.032734096,0.017584413,0.9742943,1.5974045e-05,0.97441405,1.5765429e-05
0.036700815,0.017349184,0.036347985,0.01764381,0.9767918,1.5676022e-05,3.4481287e-05,0.9537553
0.97560334,1.5318394e-05,0.034528285,0.01782751,0.034967393,0.018057615,0.034972966,0.017801434
0.037284434,0.017449588,3.439188e-05,0.95448214,0.036946326,0.017706603,0.97685385,1.54078e-05
0.036177576,0.017238885,0.036066234,0.017601937,0.036112607,0.017615438,0.036462843,0.017432392
0.9754499,1.5318394e-05,0.03467539,0.017818034,0.034398526,0.017884135,0.035069734,0.017668754
0.9779429,1.5348196e-05,0.038380712,0.017706871,3.59118e-05,0.95425916,3.6418438e-05,0.9538362
3.2365322e-05,0.9529227,0.03456351,0.01753363,0.97555554,1.5377998e-05,0.97535646,1.5258789e-05
3.388524e-05,0.9527767,0.036301106,0.017453492,0.036143243,0.01722154,0.9765079,1.5109777e-05
0.032758802,0.017377764,0.97422945,1.5586615e-05,0.97430855,1.579523e-05,0.03324479,0.017782122
0.035082906,0.017327547,3.2305717e-05,0.95427084,0.97554946,1.5586615e-05,0.9755074,1.5377998e-05
3.5732985e-05,0.9525606,0.03814611,0.017294556,0.9779792,1.5616417e-05,3.620982e-05,0.9537939
0.040688574,0.017415673,0.040472776,0.017647028,3.8027763e-05,0.95378774,3.835559e-05,0.9535752
0.9765326,1.513958e-05,3.3676624e-05,0.953725,0.035839707,0.01749757,0.036149055,0.017143697
0.9728533,1.5348196e-05,0.031182826,0.017939419,0.97291374,1.603365e-05,0.97312313,1.5825033e-05
0.03642246,0.01715216,3.4064054e-05,0.95342803,0.9767438,1.5616417e-05,0.0366143,0.01745686
0.034550965,0.017285705,0.03471917,0.017668486,0.03516209,0.018067628,0.9758192,1.5884638e-05
3.552437e-05,0.95250785,0.03788823,0.017262042,0.037852377,0.017080933,0.03778127,0.016990185
3.6358833e-05,0.9528253,3.618002e-05,0.9535899,0.038906544,0.017571747,0.97796965,1.54078e-05
3.8027763e-05,0.9525567,3.7789345e-05,0.95309067,0.040740788,0.017428339,0.040245175,0.01731944
0.9753343,1.5377998e-05,0.03422767,0.017670333,0.034036845,0.01739481,0.03421974,0.017074525
0.036602408,0.017519832,0.9766792,1.5705824e-05,3.4213066e-05,0.9536857,0.03650078,0.017459005
0.035479873,0.017010063,0.035889357,0.01731211,0.0360173,0.017666817,0.036406457,0.017548949
0.0366911,0.017226338,3.3825636e-05,0.95377856,0.9766681,1.5497208e-05,0.03625804,0.017208457
0.035076916,0.01757589,0.9754925,1.579523e-05,0.03506857,0.017763197,0.034815043,0.017627
0.9766325,1.5318394e-05,0.03626418,0.017746031,3.4064054e-05,0.9544195,0.036666065,0.017631859
0.035504848,0.017735422,0.97583634,1.5974045e-05,0.035274416,0.017844677,0.03521216,0.017762601
0.97573197,1.552701e-05,0.034776926,0.017951578,3.2246113e-05,0.95375234,0.9754584,1.5348196e-05
0.97419095,1.54078e-05,0.032788604,0.017866284,0.032494128,0.017538011,0.9740329,1.5169382e-05
0.038294107,0.01729387,0.03817171,0.017563105,0.03804183,0.01755187,3.620982e-05,0.9533236
0.036575973,0.01734075,0.036749005,0.017629504,0.0370425,0.01800242,0.037137747,0.017953783
0.03288862,0.017444521,0.97427976,1.5735626e-05,0.03339216,0.017961621,0.97444093,1.5765429e-05
0.039463073,0.017505229,3.644824e-05,0.95438445,0.038918257,0.017642707,0.03877315,0.017437756
3.7819147e-05,0.95250285,3.796816e-05,0.9530666,0.04008189,0.01726073,0.04035589,0.017190307
0.034819692,0.017500132,0.97571576,1.5676022e-05,0.035181284,0.017896801,0.03515759,0.017881364
0.97436327,1.5377998e-05,3.054738e-05,0.95442104,0.9741657,1.5825033e-05,0.9742298,1.5497208e-05
0.039203167,0.017609775,0.03881985,0.017851502,3.6120415e-05,0.95311165,0.038482934,0.01720187
0.03816399,0.017285466,0.03859207,0.017548949,3.6150217e-05,0.95428365,0.03893137,0.017782688
0.03824976,0.01723954,0.038354963,0.017436177,0.03879246,0.017855555,3.644824e-05,0.95430154
3.5613775e-05,0.9526829,0.038381994,0.017406374,0.03825295,0.017561555,0.038716167,0.017581522
0.97917587,1.5377998e-05,3.796816e-05,0.9538399,3.772974e-05,0.9534855,3.8027763e-05,0.9528172
3.2514334e-05,0.95341945,0.9756287,1.564622e-05,0.035263836,0.017772943,0.97570825,1.5735626e-05
3.6150217e-05,0.95264965,3.6150217e-05,0.9532748,0.9779928,1.5437603e-05,0.038499177,0.01735577
0.038902044,0.017393947,3.6150217e-05,0.9542791,3.606081e-05,0.953542,0.977937,1.5318394e-05
0.9772451,1.5467405e-05,3.4481287e-05,0.9545343,0.03685999,0.017830014,0.036875308,0.017539263
0.034860104,0.017555296,0.97559756,1.579523e-05,0.034498036,0.01759243,0.034911305,0.017495662
0.035230994,0.017518103,0.034890532,0.017964184,0.035255283,0.018014997,0.9758571,1.579523e-05
0.038999707,0.017471373,0.038543522,0.01772809,0.038894773,0.01780358,3.6507845e-05,0.95400476
0.040518522,0.017226249,3.772974e-05,0.9534731,0.039861053,0.017251194,3.7789345e-05,0.95229375
0.03353709,0.017679095,0.97440726,1.5974045e-05,0.033480704,0.017909318,0.9744809,1.5765429e-05
0.034399807,0.017342627,0.9753702,1.5497208e-05,0.034975886,0.017815083,0.03476098,0.017744869
0.037137926,0.01738286,3.4332275e-05,0.9541728,0.97680604,1.552701e-05,0.036670983,0.017340869
0.03800413,0.017097443,3.5852194e-05,0.9532205,0.037964553,0.017443985,0.038383633,0.017290473
0.033999622,0.017064542,0.034170806,0.017391592,0.975469,1.5854836e-05,0.03472492,0.017717808
0.9739953,1.5318394e-05,0.03275624,0.017857432,0.032647848,0.017948866,0.9743762,1.5676022e-05
0.034929544,0.017384708,0.034373462,0.017691493,0.97541785,1.5377998e-05,0.034323126,0.017139018
0.9781095,1.5437603e-05,0.038418442,0.017715663,3.5762787e-05,0.95321906,3.59118e-05,0.9526319
0.03598395,0.016997695,3.3676624e-05,0.95302784,0.97660565,1.5556812e-05,0.036201924,0.017323554
0.038239747,0.01711744,3.5762787e-05,0.9532445,0.038590044,0.017613322,0.038278162,0.017420352
0.037131548,0.017631888,0.9768623,1.5825033e-05,0.03694409,0.017699093,3.4481287e-05,0.9538239
0.9782065,1.54078e-05,3.629923e-05,0.95433146,3.5971403e-05,0.9538541,0.03865683,0.017372191
0.9769113,1.5348196e-05,3.4213066e-05,0.95442927,3.4093857e-05,0.9540159,0.97678316,1.5377998e-05
0.037997663,0.017342538,0.9778742,1.5437603e-05,3.5971403e-05,0.95365417,3.618002e-05,0.9536933
0.036845654,0.017415822,0.03641829,0.01776725,0.036923945,0.017867982,0.036776602,0.017698377
0.036608607,0.017272323,3.4034252e-05,0.95406693,0.03613451,0.017456234,0.976652,1.5199184e-05
3.838539e-05,0.9531207,0.040485322,0.017385751,0.04076287,0.017263412,3.787875e-05,0.9528439
0.9741978,1.552701e-05,0.974247,1.5884638e-05,0.03266561,0.017779142,0.033196002,0.017597526
0.9746642,1.5616417e-05,0.033109784,0.018033952,0.033227026,0.017789543,0.9742569,1.5437603e-05
0.039896995,0.017062873,3.7640333e-05,0.95303625,3.772974e-05,0.95330334,0.040124565,0.017254263
3.6537647e-05,0.9533863,0.038793802,0.017578542,0.038927674,0.01740554,0.038539052,0.017382294
0.041171134,0.017449439,3.835559e-05,0.95418096,3.799796e-05,0.9533787,0.04064244,0.017271519
0.036054373,0.01723051,0.036464304,0.017587662,3.427267e-05,0.954444,0.9769495,1.5765429e-05
