h_2_0,h_2_1,h_2_2,h_2_3,h_2_4,h_2_5,h_2_6,h_2_7,h_2_8,h_2_9,h_2_10,h_2_11,h_2_12,h_2_13,h_2_14,h_2_15,h_2_16,h_2_17,h_2_18,h_2_19,h_2_20,h_2_21,h_2_22,h_2_23,h_2_24,h_2_25,h_2_26,h_2_27,h_2_28,h_2_29,h_2_30,h_2_31,h_2_32,h_2_33,h_2_34,h_2_35,h_2_36,h_2_37,h_2_38,h_2_39,h_2_40,h_2_41,h_2_42,h_2_43,h_2_44,h_2_45,h_2_46,h_2_47,h_2_48,h_2_49
2.1130824,0.3912187,0.0,0.0,1.0852484,0.0,0.0,0.0,0.0,0.79009426,0.0,0.0,1.8321337,0.0,0.541645,1.5345128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7344894,0.0,0.0,0.0,0.0,1.447569,0.0,0.0,2.2734106,0.0,0.9405585,0.0,0.0,0.22831175,0.20656769,0.0,0.0,1.4998721,0.0,0.0,0.0,0.52216274,0.0,0.0,0.0,0.0,1.8753659
0.023401784,1.003258,0.9112858,0.0,0.53493124,0.0,0.0,0.0,1.7069136,0.0,0.0,1.4039778,0.0,0.69975513,0.77189845,0.0895385,0.0,0.0,1.0767895,0.0,0.0,1.2888325,0.0,0.07454485,1.4156761,1.099236,1.3819009,0.9713192,0.097421624,0.0,0.56581557,0.0,0.0,2.3160205,0.0,0.0,1.0502648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0807047,0.0,0.0,0.0,0.0,0.1295259
0.0,1.9666188,2.3608987,0.0,0.0,0.0,0.0,0.0,3.4268281,0.0,0.0,3.242294,0.0,1.7283056,1.3016877,0.0,0.0,0.0,2.3560798,0.0,0.0,3.315041,0.027545368,0.0,3.1162379,3.0756006,3.2557034,2.5791616,0.0,0.0,1.6945468,0.0,0.0,4.795808,0.0,0.0,2.7158089,0.0,0.22258592,0.0,0.0,0.0,0.0,0.0,2.4285326,0.0,0.0,0.0,0.0,0.0
0.20841986,0.9978942,0.9518306,0.0,0.8248355,0.0,0.0,0.0,1.9271531,0.0,0.0,1.455449,0.31574187,0.4988513,0.79144603,0.14070223,0.0,0.0,1.0041198,0.0,0.0,1.3702785,0.0,0.65294063,1.3938351,1.2483133,1.2331731,1.1022599,0.0,0.0,0.565763,0.27978048,0.0,2.6546428,0.0,0.0,1.2014251,0.0,0.0,0.0,0.091724046,0.0,0.0,0.0,1.4570751,0.0,0.0,0.0,0.0,0.14827722
0.0,1.608927,1.8490053,0.0,0.01950612,0.0,0.0,0.0,2.9742367,0.0,0.0,2.743832,0.0,1.3260484,1.2285403,0.0,0.0,0.0,2.0061328,0.0,0.0,2.7618587,0.0,0.0,2.5518775,2.6612048,2.5326295,1.9725931,0.0,0.0,1.2738278,0.0,0.0,4.0934224,0.0,0.0,2.2661233,0.0,0.28625023,0.0,0.0,0.0,0.0,0.0,2.2077818,0.0,0.0,0.0,0.0,0.0
0.8640419,0.8043103,0.5791864,0.0,0.8761735,0.0,0.0,0.0,1.1359307,0.030996433,0.0,0.57460254,0.6530365,0.3788705,0.7137937,0.6144924,0.0,0.0,0.5010325,0.0,0.0,0.3406845,0.0,0.8787516,0.5528632,0.36088783,0.6026313,0.27841473,0.6941147,0.0,0.32152292,0.94660825,0.0,1.9523913,0.0,0.0,0.7171773,0.0,0.0,0.0,0.5567252,0.0,0.0,0.0,0.8427912,0.0,0.0,0.0,0.0,1.1113867
0.0,1.9706546,2.367772,0.0,0.0,0.0,0.0,0.0,3.6261935,0.0,0.0,3.27264,0.0,1.8256638,1.259165,0.0,0.0,0.0,2.291485,0.0,0.0,3.528627,0.0,0.0,3.1260254,3.048926,3.3294573,2.4748254,0.0,0.0,1.6870607,0.0,0.0,4.879613,0.0,0.0,2.7154584,0.0,0.28354064,0.0,0.0,0.0,0.0,0.0,2.6433973,0.0,0.0,0.0,0.0,0.0
0.24278775,1.3245785,0.64874524,0.0,0.48398018,0.0,0.0,0.0,1.8224087,0.0,0.0,1.2778972,0.4560184,0.566489,1.1041933,0.18595023,0.0,0.0,0.57942903,0.0,0.0,0.8948645,0.0,0.2666835,1.1138756,1.0430554,0.6440049,0.83400905,0.12638687,0.0,0.3979689,0.5303743,0.0,2.7375054,0.0,0.0,1.4200063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2959038,0.0,0.0,0.0,0.0,0.23659298
0.0,1.6656214,1.5926409,0.0,0.0,0.0,0.0,0.0,2.636311,0.0,0.0,2.4229815,0.0,1.4246111,0.97824615,0.0,0.0,0.0,1.3769624,0.0,0.0,2.2113397,0.0,0.0,2.155266,2.4351444,2.212648,1.6781546,0.0,0.0,0.90975815,0.0,0.0,3.793145,0.0,0.0,2.1033993,0.0,0.18831629,0.0,0.0,0.0,0.0,0.0,1.8782178,0.0,0.0,0.0,0.0,0.0
0.0,1.4343574,1.5185091,0.0,0.34601098,0.0,0.0,0.0,2.3470452,0.0,0.0,2.166151,0.0,1.0376265,1.1263685,0.0,0.0,0.0,1.5727412,0.0,0.0,1.9772464,0.0,0.0,2.1337347,1.7757266,1.819807,1.5373288,0.0,0.0,0.87058413,0.0,0.0,3.1605642,0.0,0.0,1.8697727,0.0,0.062101215,0.0,0.0,0.0,0.0,0.0,1.7690511,0.0,0.0,0.0,0.0,0.0
0.0,1.2927562,1.2130119,0.0,0.2631417,0.0,0.0,0.0,2.292323,0.0,0.0,2.045173,0.0,1.0699419,0.8730779,0.0,0.0,0.0,1.3415201,0.0,0.0,1.9800705,0.0,0.0,1.9484309,1.9122171,1.7328057,1.3790814,0.0,0.0,0.7926417,0.0,0.0,3.1068065,0.0,0.0,1.649522,0.0,0.017653076,0.0,0.0,0.0,0.0,0.0,1.6016343,0.0,0.0,0.0,0.0,0.0
0.0,1.4877821,1.4294931,0.0,0.48957625,0.0,0.0,0.0,2.4482133,0.0,0.0,2.0668786,0.0,1.2652057,1.1602538,0.0,0.0,0.0,1.3392936,0.0,0.0,1.969181,0.0,0.0,2.017818,1.7858658,2.0215573,1.4706448,0.0,0.0,0.98171145,0.0,0.0,3.3671503,0.0,0.0,1.6616973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5920178,0.0,0.0,0.0,0.0,0.0
0.0,1.0185544,1.0845332,0.0,0.46918344,0.0,0.0,0.0,1.9177437,0.0,0.0,1.4603972,0.0,0.842639,0.8887677,0.0,0.0,0.0,1.0787854,0.0,0.0,1.3678916,0.0,0.19317749,1.4865816,1.290936,1.4260875,1.0245169,0.0,0.0,0.73490655,0.0,0.0,2.5496178,0.0,0.0,1.2597005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3046519,0.0,0.0,0.0,0.0,0.0
0.0,1.5012686,1.6943297,0.0,0.0,0.0,0.0,0.0,2.767076,0.0,0.0,2.4216044,0.0,1.349936,0.9200795,0.0,0.0,0.0,1.5912317,0.0,0.0,2.436139,0.0,0.0,2.278534,2.307087,2.2009792,1.7883701,0.0,0.0,1.0630249,0.0,0.0,3.7396317,0.0,0.0,2.0435164,0.0,0.17620143,0.0,0.0,0.0,0.0,0.0,1.9345466,0.0,0.0,0.0,0.0,0.0
0.0,1.2318007,0.9423664,0.0,0.31840438,0.0,0.0,0.0,1.9285411,0.0,0.0,1.4784585,0.0,0.7267627,0.83306664,0.0,0.0,0.0,1.08907,0.0,0.0,1.3137516,0.0,0.0,1.5097914,1.4857613,1.2776166,1.1535289,0.0,0.0,0.71873736,0.0,0.0,2.873694,0.0,0.0,1.364424,0.0,0.061121657,0.0,0.0,0.0,0.0,0.0,1.4003717,0.0,0.0,0.0,0.0,0.0
0.0,1.5933969,1.8955462,0.0,0.0,0.0,0.0,0.0,2.980894,0.0,0.0,2.6965773,0.0,1.2860906,0.9514409,0.0,0.0,0.0,1.852152,0.0,0.0,2.672118,0.0,0.0,2.5502222,2.5467775,2.260863,2.0047848,0.0,0.0,1.203289,0.0,0.0,3.9516497,0.0,0.0,2.1484632,0.0,0.30505222,0.0,0.0,0.0,0.0,0.0,2.026087,0.0,0.0,0.0,0.0,0.0
0.035433654,0.80044776,0.77542186,0.0,0.7268946,0.0,0.0,0.0,1.7146221,0.0,0.0,1.1152446,0.16632363,0.40117076,0.7137419,0.3563348,0.0,0.0,0.7428027,0.0,0.0,0.72624743,0.0,0.40187308,1.1477405,0.93218124,0.7660659,0.9963259,0.12368262,0.0,0.6279823,0.29959384,0.0,2.2192125,0.0,0.0,0.96484286,0.0,0.0,0.0,0.20656171,0.0,0.0,0.0,0.9776739,0.0,0.0,0.0,0.0,0.31818628
0.0,1.6146997,1.8462996,0.0,0.2098814,0.0,0.0,0.0,2.837305,0.0,0.0,2.6586065,0.0,1.2803167,1.1262591,0.0,0.0,0.0,1.9252001,0.0,0.0,2.5129538,0.0,0.0,2.487964,2.194179,2.256246,1.8837727,0.0,0.0,1.2093145,0.0,0.0,3.9848173,0.0,0.0,2.1088154,0.0,0.14965375,0.0,0.0,0.0,0.0,0.0,1.9978137,0.0,0.0,0.0,0.0,0.0
0.0,1.7440544,2.0100496,0.0,0.0,0.0,0.0,0.0,3.1929488,0.0,0.0,2.935627,0.0,1.6833531,1.1131256,0.0,0.0,0.0,1.8656626,0.0,0.0,2.8100824,0.0,0.0,2.6666274,2.544862,2.7483473,2.1451561,0.0,0.0,1.2493227,0.0,0.0,4.1970267,0.0,0.0,2.3745089,0.0,0.16892225,0.0,0.0,0.0,0.0,0.0,2.2697415,0.0,0.0,0.0,0.0,0.0
0.0,1.0565976,1.1217577,0.0,0.38784078,0.0,0.0,0.0,2.105339,0.0,0.0,1.4911683,0.0,0.7257018,0.8299602,0.0,0.0,0.0,0.9748887,0.0,0.0,1.3455894,0.0,0.31558606,1.5049919,1.4629048,1.1649325,1.1690967,0.0,0.0,0.8565435,0.0,0.0,2.897013,0.0,0.0,1.4798468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3564888,0.0,0.0,0.0,0.0,0.0
0.0,1.403714,1.5727342,0.0,0.23181841,0.0,0.0,0.0,2.6776018,0.0,0.0,2.33384,0.0,1.3285373,1.1728606,0.0,0.0,0.0,1.7916344,0.0,0.0,2.2922702,0.0,0.0,2.3542428,2.265675,2.4558437,1.8687674,0.0,0.0,1.2914989,0.0,0.0,3.880242,0.0,0.0,1.9049443,0.0,0.16266294,0.0,0.0,0.0,0.0,0.0,1.9210436,0.0,0.0,0.0,0.0,0.0
0.0,1.5786238,2.0273814,0.0,0.059529677,0.0,0.0,0.0,3.1564178,0.0,0.0,2.7676702,0.0,1.2933923,1.015297,0.0,0.0,0.0,1.9467152,0.0,0.0,2.8568647,0.0,0.0,2.608537,2.4713044,2.4080415,2.1280396,0.0,0.0,1.3144681,0.0,0.0,4.0701733,0.0,0.0,2.2216525,0.0,0.14644761,0.0,0.0,0.0,0.0,0.0,2.15011,0.0,0.0,0.0,0.0,0.0
0.0,1.371141,1.5901084,0.0,0.18856709,0.0,0.0,0.0,2.619734,0.0,0.0,2.3683932,0.0,1.2141485,1.1697072,0.0,0.0,0.0,1.6268694,0.0,0.0,2.237016,0.0,0.0,2.2074478,1.969435,1.9606906,1.5775639,0.0,0.0,0.9949176,0.0,0.0,3.4744408,0.0,0.0,1.8444668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8281353,0.0,0.0,0.0,0.0,0.0
1.6293555,0.3539634,0.0,0.0,1.0407184,0.0,0.0,0.0,0.57656276,0.60846174,0.0,0.22395755,1.2402313,0.0,0.5311122,1.1451802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.401829,0.028332304,0.035778426,0.0,0.024397435,1.1666402,0.0,0.0,1.6795051,0.0,1.164441,0.0,0.0,0.41582242,0.3224552,0.0,0.0,1.1429497,0.0,0.0,0.0,0.63728845,0.0,0.0,0.0,0.0,1.4430816
2.0496695,0.15968026,0.0,0.0,1.2661152,0.0,0.0,0.0,0.026254745,0.9089189,0.0,0.0,1.7226912,0.0,0.50336254,1.2373923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5566853,0.0,0.0,0.0,0.0,1.485672,0.0,0.0,2.311644,0.0,0.817883,0.0,0.0,0.0,0.4132653,0.0,0.0,1.5007728,0.0,0.0,0.0,0.36780438,0.0,0.0,0.0,0.0,1.9461417
2.3341289,0.3770601,0.0,0.0,1.3780758,0.0,0.0,0.0,0.0,0.9207752,0.0,0.0,1.8308393,0.0,0.28404263,1.6535345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7263088,0.0,0.0,0.0,0.0,1.6989722,0.0,0.0,2.2797236,0.0,0.9257396,0.0,0.0,0.05051322,0.5567728,0.0,0.0,1.6435472,0.0,0.0,0.0,0.2779782,0.0,0.0,0.0,0.0,2.1201005
0.15787439,0.83920586,0.8160753,0.0,0.55718565,0.0,0.0,0.0,1.8595829,0.0,0.0,1.3071417,0.13873124,0.6479863,0.7521975,0.03864506,0.0,0.0,0.90078354,0.0,0.0,1.1759691,0.0,0.27964187,1.2428621,1.1548457,1.2147397,0.95271844,0.0,0.0,0.66975474,0.17957506,0.0,2.642971,0.0,0.0,1.0308151,0.0,0.0,0.0,0.088792495,0.0,0.0,0.0,1.1663204,0.0,0.0,0.0,0.0,0.07227204
0.0,1.6008053,1.8838404,0.0,0.0,0.0,0.0,0.0,2.8281085,0.0,0.0,2.6278923,0.0,1.3809336,1.1207155,0.0,0.0,0.0,1.8283571,0.0,0.0,2.6854427,0.0,0.0,2.6116054,2.620429,2.5269856,1.9540542,0.0,0.0,1.1741254,0.0,0.0,3.910321,0.0,0.0,2.2460914,0.0,0.093052775,0.0,0.0,0.0,0.0,0.0,2.0223708,0.0,0.0,0.0,0.0,0.0
0.0,1.0852995,0.89737004,0.0,0.31999853,0.0,0.0,0.0,1.858963,0.0,0.0,1.270629,0.07751644,0.6777018,0.7481271,0.0,0.0,0.0,0.8493929,0.0,0.0,1.2138795,0.0,0.054410573,1.3280052,1.3422511,1.1097896,0.9272652,0.0,0.0,0.6563435,0.050718606,0.0,2.5906985,0.0,0.0,1.2485044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1985927,0.0,0.0,0.0,0.0,0.00070467405
0.0,1.6801841,2.0323126,0.0,0.0905063,0.0,0.0,0.0,2.9994402,0.0,0.0,2.6122236,0.0,1.5434527,1.191186,0.0,0.0,0.0,1.977687,0.0,0.0,2.919302,0.0,0.0,2.7127903,2.3898394,2.6710742,1.9370136,0.0,0.0,1.2723418,0.0,0.0,3.9382806,0.0,0.0,2.2205408,0.0,0.18670246,0.0,0.0,0.0,0.0,0.0,2.1458828,0.0,0.0,0.0,0.0,0.0
0.16371767,0.9661811,0.7328604,0.0,0.62104857,0.0,0.0,0.0,1.5799283,0.0,0.0,1.1074908,0.120539844,0.6274313,0.70179605,0.13337108,0.0,0.0,0.9781788,0.0,0.0,1.1801587,0.0,0.3614617,1.2693851,1.024755,1.2230129,0.8920441,0.06780824,0.0,0.6155212,0.2645879,0.0,2.3477232,0.0,0.0,0.92594457,0.0,0.0,0.0,0.13402511,0.0,0.0,0.0,1.171393,0.0,0.0,0.0,0.0,0.103370056
2.5440161,0.3272322,0.0,0.0,1.3546327,0.0,0.0,0.0,0.0,1.3690248,0.0,0.0,2.1746225,0.0,0.27648813,1.6576607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8395147,0.0,0.0,0.0,0.0,1.9551306,0.0,0.0,2.7753978,0.0,0.60023975,0.0,0.0,0.0,0.77416253,0.0,0.0,2.0050309,0.0,0.0,0.0,0.024970789,0.0,0.0,0.0,0.0,2.0701444
2.2847593,0.30359402,0.0,0.0,1.3164068,0.0,0.0,0.0,0.0,1.1564639,0.0,0.0,2.0422251,0.0,0.2957279,1.5399168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7158602,0.0,0.0,0.0,0.0,1.6801397,0.0,0.0,2.5077033,0.0,0.7865364,0.0,0.0,0.0,0.5663119,0.0,0.0,1.8502265,0.0,0.0,0.0,0.16986905,0.0,0.0,0.0,0.0,2.0013788
0.0,1.8646417,2.4226742,0.0,0.0,0.0,0.0,0.0,3.841463,0.0,0.0,3.5482311,0.0,1.6942248,1.3664699,0.0,0.0,0.0,2.4010139,0.0,0.0,3.5557442,0.0,0.0,3.312898,3.3825774,3.1459055,2.4359007,0.0,0.0,1.6829019,0.0,0.0,4.9051495,0.0,0.0,2.8593333,0.0,0.2273526,0.0,0.0,0.0,0.0,0.0,2.6335146,0.0,0.0,0.0,0.0,0.0
0.0,1.3972116,1.842594,0.0,0.08377271,0.0,0.0,0.0,2.8834038,0.0,0.0,2.5118139,0.0,1.4369664,1.0025946,0.0,0.0,0.0,1.781962,0.0,0.0,2.3666437,0.0057954527,0.0,2.3790448,2.3476453,2.3310127,1.8457141,0.0,0.0,1.3135637,0.0,0.0,3.8484933,0.0,0.0,2.0181406,0.0,0.24665362,0.0,0.0,0.0,0.0,0.0,1.9133909,0.0,0.0,0.0,0.0,0.0
