h_2_0,h_2_1,h_2_2,h_2_3,h_2_4,h_2_5,h_2_6,h_2_7,h_2_8,h_2_9,h_2_10,h_2_11,h_2_12,h_2_13,h_2_14,h_2_15,h_2_16,h_2_17,h_2_18,h_2_19,h_2_20,h_2_21,h_2_22,h_2_23,h_2_24,h_2_25,h_2_26,h_2_27,h_2_28,h_2_29,h_2_30,h_2_31,h_2_32,h_2_33,h_2_34,h_2_35,h_2_36,h_2_37,h_2_38,h_2_39,h_2_40,h_2_41,h_2_42,h_2_43,h_2_44,h_2_45,h_2_46,h_2_47,h_2_48,h_2_49
-0.6633768,-0.5319522,0.8536595,0.2070998,0.33164865,-0.783631,-0.8907722,-0.69274414,0.7806114,0.7552016,-0.85494465,0.82397556,0.7048202,0.76569605,-0.63056487,-0.8294186,0.8816162,-0.68074214,0.9190657,-0.10427847,-0.84697306,-0.7291128,-0.86190856,0.8684587,0.42892107,-0.804403,0.7603349,0.89703906,-0.632054,-0.5968118,0.76478946,0.6537889,0.71322864,-0.59059143,0.9148887,0.06542203,0.95157886,-0.1200729,-0.88918406,-0.6749893,-0.55993545,0.9126575,-0.46144506,-0.29391366,0.80628854,0.024896992,-0.8421046,0.65361387,0.89075917,0.21448828
-0.4940267,-0.20389701,0.71205974,0.18133381,0.32664695,-0.66459006,-0.75083745,-0.6014525,0.68800247,0.5538067,-0.70026267,0.65331095,0.54885256,0.59781843,-0.49750212,-0.5901042,0.6771812,-0.48487177,0.77759844,-0.10520107,-0.72576135,-0.5430617,-0.56773657,0.66705126,0.23687711,-0.6861408,0.41958728,0.83343995,-0.3188707,-0.42384586,0.55474526,0.48350516,0.49154937,-0.4315977,0.78916484,-0.008293665,0.8593671,0.1122541,-0.6762294,-0.4919865,-0.48774913,0.80896145,-0.3830428,-0.07824378,0.66802907,-0.095305435,-0.67078495,0.46392456,0.6497832,0.13546568
-0.46593624,-0.18729565,0.6646447,-0.029411865,0.22072814,-0.543558,-0.717062,-0.47027442,0.55708724,0.4631106,-0.57178104,0.6241989,0.3490663,0.45609695,-0.44268355,-0.5602827,0.7060311,-0.49036443,0.7472924,-0.121843256,-0.64887655,-0.45784143,-0.6718804,0.6307625,0.26100037,-0.54505765,0.48003626,0.65324837,-0.29470077,-0.4330272,0.5433561,0.53649163,0.3685651,-0.46438602,0.742441,0.00019624502,0.79748493,-0.17656188,-0.66584486,-0.42726624,-0.24193202,0.70422643,-0.3633069,-0.16569667,0.51402354,-0.05201904,-0.5763718,0.42593232,0.6666608,0.0931672
0.16057464,0.31391224,-0.38123104,-0.0072683915,-0.14204063,0.40141577,0.45451674,0.3120777,-0.39530906,-0.32221043,0.5090092,-0.40686342,-0.33780167,-0.3207658,0.26438946,0.44249895,-0.53389907,0.27016205,-0.5352091,-0.011952424,0.28127828,0.38206625,0.51595277,-0.47349754,-0.20745546,0.30740374,-0.38610485,-0.48359615,0.36874494,0.32593903,-0.25302884,-0.272242,-0.33847633,0.2835771,-0.48138472,-0.10128079,-0.582615,0.14781997,0.51324415,0.40223414,0.096855186,-0.5499176,0.09211802,0.13828625,-0.36133105,-0.15384711,0.4930237,-0.39707592,-0.51705205,-0.107527666
0.48379534,0.46092874,-0.5320654,-0.112845,-0.080734015,0.46536377,0.5851021,0.47995988,-0.45896542,-0.5634762,0.610617,-0.5667974,-0.57654136,-0.39881453,0.22092909,0.5149574,-0.59995186,0.27866152,-0.60275126,0.16324882,0.3885452,0.43460438,0.5399788,-0.7189911,-0.30503833,0.6288683,-0.58196336,-0.68367904,0.40635294,0.28147206,-0.42804232,-0.38828292,-0.384918,0.23675342,-0.62056947,-0.10227757,-0.73907286,-0.11645838,0.7010227,0.37331185,0.49558866,-0.7416355,0.07408669,0.12430428,-0.70517564,-0.16286217,0.58878314,-0.35347638,-0.69051,-0.3116649
0.461177,-0.25432774,-0.5045298,0.014012918,-0.1987106,0.45500788,0.6179966,0.3802923,-0.57967424,-0.44112572,0.48863533,-0.48622945,-0.0029561652,-0.54030496,0.42076516,0.37503806,-0.5588646,0.4090598,-0.59590876,0.064690314,0.61819446,0.27151555,0.4942561,-0.52054733,-0.031804144,0.35565302,-0.3355947,-0.6393476,0.0002506936,0.22143812,-0.708657,-0.28334135,-0.20694049,0.14353101,-0.63586557,0.27833354,-0.7659482,0.06470125,0.4667135,0.2886037,0.20989111,-0.55233973,0.45452434,-0.02562015,-0.43805614,0.29043525,0.20622231,-0.26455748,-0.40545037,0.115197144
-0.4402909,-0.14913245,0.59020126,0.12048174,0.19713622,-0.5231593,-0.6695563,-0.4654179,0.57854426,0.48933724,-0.5992331,0.5507195,0.435679,0.5476105,-0.43198103,-0.5438647,0.62876207,-0.4265426,0.7077183,-0.026561886,-0.64869976,-0.45740792,-0.58206713,0.61112046,0.21209927,-0.5441265,0.46815157,0.70898813,-0.26586685,-0.33938006,0.5741789,0.41553333,0.44744024,-0.37523833,0.7152838,0.009493713,0.7985923,-0.07353342,-0.6446187,-0.44708064,-0.29773173,0.70642495,-0.2971058,-0.101201355,0.5155325,-0.052873153,-0.53061634,0.42832574,0.6341277,0.07858072
0.4972548,-0.17604491,-0.5998212,0.12723662,-0.27242997,0.56707096,0.6911452,0.47801322,-0.5729075,-0.32195348,0.5350427,-0.5651897,-0.077548146,-0.42897362,0.4340903,0.33203754,-0.52864957,0.47075662,-0.64914143,0.08185009,0.65312034,0.2187619,0.38735658,-0.4758463,-0.030106956,0.5169456,-0.20047331,-0.70954907,0.014205492,0.33818483,-0.5586196,-0.4253151,-0.21092258,0.3225879,-0.68310905,0.17620051,-0.7631873,-0.032360356,0.52683604,0.2513675,0.3007974,-0.64541847,0.3999831,-0.07481566,-0.46726072,0.23901352,0.4296319,-0.2758312,-0.4537565,0.07823347
0.11668103,0.06172078,-0.2148977,-0.16355225,-0.027429497,0.04503512,0.14393313,0.16014647,-0.2149965,-0.33803204,0.15167177,-0.16667894,-0.2714241,-0.22658779,0.028846446,0.23407997,-0.33515534,-0.038594797,-0.20833795,0.17917225,0.08291741,0.2814596,0.26347616,-0.3509327,-0.21700847,0.2414875,-0.28486073,-0.19461639,0.092188984,0.016649887,-0.27966577,-0.027944945,-0.09355447,-0.07522627,-0.15792803,0.048837572,-0.3155189,-0.05641941,0.120199285,0.1528823,0.21387231,-0.2485562,0.18252294,0.09868365,-0.374142,0.07975011,0.08122425,-0.020835122,-0.15131508,-0.16427945
-0.7139092,-0.44054186,0.8436857,0.21321298,0.31802538,-0.7906727,-0.8969782,-0.8063873,0.8656459,0.8009857,-0.87085396,0.83472407,0.84400344,0.758057,-0.6382214,-0.8038567,0.89205074,-0.56994295,0.92091686,-0.17799586,-0.8341364,-0.77652377,-0.8370297,0.91655344,0.50599706,-0.86755085,0.77898926,0.9510016,-0.48020643,-0.57865345,0.76763684,0.7464895,0.6777531,-0.6557849,0.9323613,0.19650446,0.9714105,-0.0083916895,-0.9178086,-0.76821697,-0.59513164,0.9596711,-0.33900183,-0.1765786,0.8706684,0.110685915,-0.8370854,0.74777204,0.90919405,0.422468
-0.7527848,-0.3100886,0.8727209,0.28631395,0.41590047,-0.81900686,-0.898842,-0.71787316,0.8078046,0.7809057,-0.879378,0.85856074,0.66951156,0.7924978,-0.6760701,-0.786122,0.8703945,-0.7440725,0.9216098,-0.10768683,-0.8947625,-0.66058785,-0.8158164,0.8689063,0.41327608,-0.83378613,0.7383428,0.9257778,-0.51178735,-0.62702906,0.82200783,0.70814604,0.6740013,-0.661736,0.9355963,0.0122237755,0.9626969,-0.056098208,-0.9023134,-0.6577582,-0.62173206,0.9377682,-0.49523416,-0.111250006,0.8593114,-0.03647254,-0.83011234,0.71655756,0.8920528,0.10482708
-0.7957523,-0.3589822,0.8788773,0.20401575,0.3851745,-0.83990306,-0.92097825,-0.7751076,0.83169717,0.78359395,-0.8964485,0.87219965,0.73188984,0.79229283,-0.6833041,-0.79506063,0.8785411,-0.7437097,0.93226075,-0.10202258,-0.8986834,-0.67020047,-0.8176357,0.8941206,0.4093285,-0.87488216,0.7616615,0.9466413,-0.5024506,-0.63812274,0.8253265,0.74562436,0.70371246,-0.6868241,0.943906,0.06892918,0.97061956,-0.007748856,-0.9278222,-0.6828954,-0.6596407,0.9536756,-0.43954152,-0.08818033,0.87348706,0.012611384,-0.85859835,0.7246945,0.9164171,0.1848438
-0.45395845,-0.44225857,0.643071,0.044962615,0.21921253,-0.6527692,-0.7532356,-0.6532265,0.72597384,0.6145497,-0.7218335,0.6392329,0.61402225,0.5665748,-0.4447716,-0.65549546,0.75667065,-0.37503374,0.76603585,-0.16516672,-0.53980094,-0.6527418,-0.71108824,0.7741013,0.25369787,-0.64571196,0.55669224,0.83738214,-0.44602653,-0.4182873,0.54340935,0.4512966,0.49818078,-0.31177875,0.73754925,-0.00485134,0.86412746,0.089875214,-0.7150671,-0.59137166,-0.44819856,0.8126169,-0.31945664,-0.20486188,0.6847214,0.06415951,-0.68244714,0.46204513,0.6923054,0.32854697
0.23388012,0.0007461754,-0.29199097,0.023890324,-0.024987105,0.15256943,0.35655323,0.30141845,-0.39712617,-0.36667955,0.24769582,-0.29174826,-0.28659302,-0.25812533,0.15780172,0.30214325,-0.50441414,0.04428691,-0.38923192,0.16872269,0.1937878,0.34132284,0.44713965,-0.5041324,-0.22788762,0.29262742,-0.37971783,-0.3791458,0.035240192,0.116003394,-0.41367018,-0.24228765,-0.09736964,0.08941809,-0.36621803,0.025015991,-0.55169076,0.09285728,0.3459478,0.30129546,0.09159251,-0.44336426,0.19432235,0.09739773,-0.37057695,0.05280577,0.13777459,-0.18741737,-0.34886736,-0.19396675
-0.60908604,-0.32826623,0.7818754,0.12122895,0.30519736,-0.68759066,-0.80623966,-0.5843646,0.6588384,0.6248701,-0.73226976,0.7505143,0.516216,0.5956421,-0.52572274,-0.6661252,0.7701235,-0.60601264,0.8323192,-0.15198997,-0.7747176,-0.54309535,-0.72324693,0.75726753,0.32165045,-0.7109259,0.58769464,0.81296384,-0.43272576,-0.50765973,0.6413255,0.61793333,0.49747682,-0.53562516,0.851892,0.0084195305,0.89022064,-0.049562696,-0.7928791,-0.4931206,-0.48652983,0.840683,-0.40200788,-0.1600738,0.72751206,-0.03097099,-0.7240195,0.5365217,0.7849504,0.13398172
0.1948526,0.07240079,-0.10640206,0.014169038,0.018385548,0.19247732,0.30314332,0.23995553,-0.28368208,-0.2500029,0.34295097,-0.16545303,-0.19543692,-0.3165303,0.11042311,0.25321624,-0.31528202,0.07371034,-0.27785793,-0.022897605,0.09593064,0.21080114,0.2711402,-0.35037884,-0.042712502,0.22798945,-0.3082084,-0.3492808,0.11698461,0.073017105,-0.36634123,0.030565513,-0.25718847,-0.06575574,-0.15612195,0.05315912,-0.3889734,-0.017357098,0.29232582,0.2250652,0.14407264,-0.28469226,0.08746263,0.022127701,-0.23719637,-0.0052628117,0.17471285,-0.0732503,-0.2688282,-0.07252673
-0.49093264,-0.104084805,0.5580937,-0.026432227,0.070042826,-0.3903865,-0.65533596,-0.5043057,0.63974893,0.5355515,-0.43795642,0.5407115,0.50812095,0.41807717,-0.4101347,-0.5032232,0.6612425,-0.26935202,0.6803264,-0.15071313,-0.61378545,-0.49063945,-0.65964043,0.7353475,0.27700266,-0.5226561,0.5380111,0.7344505,-0.086990245,-0.22460128,0.59818745,0.60594463,0.23799528,-0.4163704,0.7805907,0.07640455,0.8541837,-0.17218779,-0.71255976,-0.4899425,-0.15976885,0.7691136,-0.1952197,-0.14108591,0.523747,-0.022298692,-0.3604371,0.49909192,0.698778,0.2721475
-0.56337976,-0.18028733,0.7211462,0.33763927,0.37445706,-0.68195105,-0.7072231,-0.47057346,0.58099794,0.60632807,-0.7497463,0.70688695,0.39855143,0.63458574,-0.50673085,-0.56548697,0.6453381,-0.6351177,0.7587812,-0.042248696,-0.77079064,-0.40578416,-0.55430496,0.6333128,0.24149033,-0.62859017,0.48497492,0.7798786,-0.39804342,-0.4839545,0.6292573,0.47520778,0.48853403,-0.48972973,0.80368894,-0.050470706,0.8368374,0.03971975,-0.7161284,-0.41386974,-0.5173072,0.79749477,-0.37739405,-0.0030522754,0.72819185,-0.0324618,-0.6685502,0.557256,0.6910508,-0.063271314
-0.61509085,-0.14103328,0.72584754,0.17498362,0.29512092,-0.6606873,-0.7739162,-0.5948269,0.6626692,0.6110102,-0.73962754,0.71462584,0.5403449,0.61526704,-0.5054982,-0.5934422,0.7318455,-0.56275326,0.80142325,-0.10204561,-0.7504968,-0.4909826,-0.626766,0.7280327,0.3147614,-0.71392757,0.56687224,0.8193396,-0.29027912,-0.4840458,0.66285986,0.5674708,0.49424118,-0.5288734,0.8161432,0.03002035,0.8781929,-0.015364187,-0.77228534,-0.5085758,-0.4729821,0.84390396,-0.35098055,-0.027660595,0.7246962,-0.02205402,-0.673405,0.5489208,0.7524706,0.10643281
0.44700825,-0.16847092,-0.5758323,-0.06546954,-0.28580663,0.5111114,0.599427,0.3265781,-0.46909335,-0.38301623,0.52859366,-0.54004645,0.008563497,-0.4890088,0.404635,0.3520588,-0.5086363,0.50307125,-0.603587,0.053463694,0.6473642,0.19098581,0.40183634,-0.4132799,-0.07261315,0.4115716,-0.26072624,-0.5844443,0.108563796,0.32426012,-0.5995216,-0.30934832,-0.23718044,0.26627162,-0.635065,0.21433982,-0.69940764,0.026418684,0.4581991,0.20449428,0.29612985,-0.55067617,0.43290475,-0.049791537,-0.48210698,0.23846562,0.3701954,-0.2822645,-0.411012,0.18210584
-0.7079367,-0.49043635,0.8679644,0.2562268,0.37093723,-0.7886329,-0.88072497,-0.68434304,0.75601995,0.75792783,-0.84726936,0.84355336,0.6916713,0.72782606,-0.618325,-0.790653,0.85777885,-0.70272785,0.90903,-0.1599999,-0.8631741,-0.6707898,-0.82056713,0.86192065,0.43864784,-0.824279,0.72971606,0.90042436,-0.58933055,-0.60126394,0.7397958,0.7066858,0.6517947,-0.6369196,0.9242941,0.073467605,0.94921464,-0.039121035,-0.89161795,-0.6168131,-0.62449723,0.9234713,-0.43814868,-0.21575245,0.8466653,0.025097128,-0.8399872,0.6698466,0.88858247,0.19912246
0.2198019,0.19452316,-0.37804148,-0.14390202,-0.06281607,0.2342747,0.39741918,0.3885111,-0.50509226,-0.5271844,0.38016215,-0.3487519,-0.48492533,-0.39650303,0.17577608,0.4537309,-0.59710306,0.012105963,-0.47005892,0.22513537,0.20916985,0.52078545,0.54025316,-0.6267789,-0.30639794,0.40072125,-0.4784481,-0.5248642,0.21104987,0.1219706,-0.4546474,-0.19090201,-0.22937582,0.012210426,-0.42618468,0.029512139,-0.65029,-0.024595005,0.3883018,0.40464655,0.26655,-0.5534609,0.24791387,0.18237247,-0.5458655,0.03683334,0.26856273,-0.21954858,-0.40379077,-0.30461317
0.11179765,0.08454507,-0.10794165,-0.042012285,-0.0039211255,0.089426845,0.14422707,0.1865537,-0.24564144,-0.28990996,0.22417234,-0.17926586,-0.2526211,-0.15813111,0.05685385,0.19084416,-0.34003803,-0.014448566,-0.19534801,0.09555536,-0.011791158,0.24098238,0.29591647,-0.37986225,-0.18486057,0.15397641,-0.31018728,-0.24489522,0.08901449,0.087343775,-0.22964057,-0.11607096,-0.072538495,0.04178272,-0.17400226,-0.031734437,-0.34045568,0.052403886,0.2563244,0.24814372,0.061656523,-0.3348651,0.029888181,0.049537484,-0.31493264,-0.08884871,0.10777866,-0.19962606,-0.25398296,-0.16779447
0.40313128,-0.29950798,-0.46646988,0.028671235,-0.2416813,0.41509604,0.503699,0.33657366,-0.43776768,-0.24705136,0.39810845,-0.45450494,-0.038301073,-0.30940068,0.340554,0.15448587,-0.37681124,0.37296292,-0.4882724,0.05800475,0.5564525,0.08496819,0.20480789,-0.33098292,-0.070321135,0.38748527,-0.12446845,-0.56481755,-0.11455719,0.2684499,-0.45267984,-0.38404137,-0.07384307,0.33658347,-0.5763873,0.09897073,-0.6334756,0.019697838,0.4075362,0.18338037,0.18269894,-0.55938435,0.27942607,-0.15073434,-0.39583609,0.17711245,0.25745344,-0.30562046,-0.33621287,0.110626325
-0.26504037,-0.31166926,0.5352203,0.30562732,0.25077367,-0.38266167,-0.33533627,-0.10769134,0.15138152,0.4091098,-0.4167891,0.4904815,0.16227189,0.28914785,-0.2267913,-0.37762576,0.4098826,-0.4376856,0.45369017,-0.13357428,-0.47101137,-0.23873338,-0.40737596,0.3484233,0.23083079,-0.30913177,0.30311358,0.28431013,-0.4140343,-0.32252377,0.24722727,0.2942651,0.21598692,-0.29662153,0.5213158,-0.031783022,0.43756574,-0.003574811,-0.38682655,-0.12611498,-0.35532147,0.4327173,-0.26018465,-0.13091865,0.532895,0.025512911,-0.46075687,0.30674365,0.41660458,-0.032706458
-0.44402188,-0.0930076,0.6768904,0.2843379,0.40171865,-0.6576769,-0.654581,-0.5010277,0.62370676,0.55265516,-0.70525265,0.6587215,0.40154883,0.5649418,-0.48602223,-0.5007786,0.6397008,-0.5431486,0.71788824,-0.09564476,-0.6898014,-0.4503468,-0.50880986,0.582936,0.24571718,-0.5694662,0.3675792,0.7705218,-0.30867824,-0.48290145,0.5261413,0.45815936,0.3927631,-0.4749381,0.7508924,-0.047671184,0.8062271,0.05259718,-0.61164445,-0.45851654,-0.4301813,0.7790923,-0.38733885,0.0075592212,0.6860425,-0.037099134,-0.62380904,0.55024755,0.57484055,-0.0005173179
0.29888082,0.051917497,-0.3782457,-0.2539227,-0.1566667,0.31131414,0.33705944,0.2907473,-0.38982996,-0.4812459,0.4466628,-0.38505036,-0.30953336,-0.4124356,0.19252801,0.32170582,-0.4421632,0.19611786,-0.3967851,0.13817379,0.32972625,0.31166506,0.33117938,-0.48681256,-0.21147786,0.37727997,-0.36703765,-0.49647224,0.17109698,0.16742676,-0.45733654,-0.14079279,-0.20939106,0.067658834,-0.41659454,0.08695116,-0.56880194,-0.10276919,0.35838798,0.25970662,0.35580727,-0.519244,0.2396611,0.009423084,-0.5762133,0.05313393,0.27164492,-0.24461043,-0.3381749,-0.087754026
0.45973215,0.022112373,-0.61380064,0.019704822,-0.27196467,0.5923864,0.6902462,0.5112708,-0.61116767,-0.4041061,0.5882361,-0.56594944,-0.26190245,-0.4852099,0.43063495,0.4295182,-0.5468794,0.43086943,-0.66940296,0.07980661,0.64482725,0.34461495,0.4312678,-0.5474741,-0.067990035,0.56085795,-0.2602473,-0.7642062,0.16311772,0.31679404,-0.52793056,-0.39010322,-0.31348726,0.27806032,-0.70441914,0.13041219,-0.791816,-0.11174665,0.5613395,0.32061285,0.38872415,-0.6936736,0.36437017,-0.005316047,-0.53921354,0.18490212,0.5110499,-0.3074931,-0.5010198,-0.015970478
0.24961554,-0.23104084,-0.28908736,-0.09514959,-0.17552522,0.26519313,0.3003103,0.17839122,-0.22577621,-0.21477084,0.340354,-0.282977,0.021997077,-0.31905228,0.17252201,0.13200861,-0.29310024,0.26092476,-0.30684313,0.04280942,0.30757427,0.064519495,0.11406518,-0.1610227,-0.0723023,0.2590454,-0.1383079,-0.266129,-0.016295485,0.19698927,-0.39234975,-0.031849258,-0.14274049,0.07947786,-0.21124461,0.1532365,-0.32766792,-0.032832846,0.14347617,0.09024407,0.20826559,-0.25839078,0.29162812,-0.105207704,-0.3205544,0.162384,0.16931252,-0.07267684,-0.11334065,0.13711976
-0.39449447,-0.19007999,0.5621246,0.11200926,0.24302398,-0.5368926,-0.59504527,-0.3480595,0.40017992,0.33152446,-0.55536616,0.51764804,0.24539842,0.42651892,-0.37425065,-0.42091894,0.4390613,-0.48825338,0.6139144,0.017426826,-0.6214705,-0.25996476,-0.3863135,0.40607828,0.088179916,-0.48064703,0.26754838,0.611786,-0.30156982,-0.34704772,0.38470453,0.34767824,0.38737422,-0.3618165,0.6399554,-0.016437232,0.657219,0.031532124,-0.5466428,-0.2502552,-0.34964603,0.58975106,-0.24863994,-0.036343172,0.4434939,-0.040123675,-0.552476,0.33119416,0.5241567,-0.054334037
0.16471748,0.18055709,-0.2478395,-0.01637165,0.008386615,0.17130731,0.36272067,0.33814523,-0.4115233,-0.40231633,0.32902777,-0.24505842,-0.39637405,-0.33375615,0.11754788,0.40121582,-0.5396761,-0.020714642,-0.4012011,0.14894615,0.070782766,0.44692636,0.49125215,-0.5349065,-0.23295552,0.3221778,-0.4387912,-0.39507225,0.18454908,0.10503884,-0.39360833,-0.08343729,-0.24698934,-0.044122156,-0.25241858,0.021014184,-0.5237086,0.023543952,0.32341135,0.35858548,0.16361722,-0.4093737,0.18911046,0.17096147,-0.38264,0.007726641,0.22942293,-0.110824615,-0.34336734,-0.26295796
-0.7171588,-0.31647906,0.8274148,0.28656477,0.4269563,-0.80942124,-0.8520704,-0.7105866,0.7660016,0.74536216,-0.87405854,0.8398195,0.66061693,0.71050304,-0.6037933,-0.69628954,0.82421213,-0.699238,0.8783974,-0.139218,-0.8227741,-0.59229785,-0.7193855,0.836136,0.39612544,-0.8134265,0.67137426,0.9132371,-0.47535992,-0.63692814,0.72039247,0.6764762,0.59495634,-0.65008473,0.8976518,0.052282274,0.93768483,0.0665827,-0.8748699,-0.62484294,-0.63744164,0.9317078,-0.3842013,-0.0054412093,0.87005085,0.09866284,-0.8234959,0.7130065,0.8532505,0.14827418
-0.7621719,-0.4848269,0.9044616,0.23711604,0.40833944,-0.8418774,-0.9278047,-0.7920776,0.85758024,0.81810886,-0.8933378,0.8821851,0.7868584,0.801667,-0.69295794,-0.8471833,0.9136138,-0.7210208,0.94553137,-0.2011313,-0.8989872,-0.77228475,-0.87536496,0.91546893,0.4965386,-0.88258123,0.78846234,0.9486478,-0.5931756,-0.6504738,0.816928,0.76368165,0.7172038,-0.6807435,0.95170236,0.07672114,0.97570753,-0.03139054,-0.925451,-0.72810227,-0.6671133,0.957536,-0.5155805,-0.23892754,0.88785803,-0.01292833,-0.8777756,0.726243,0.92096156,0.29331443
-0.6214888,-0.4567901,0.8535414,0.25695065,0.41389123,-0.7983868,-0.8712824,-0.7042594,0.8117087,0.74629045,-0.8455164,0.8222529,0.7010249,0.738123,-0.6510702,-0.79112285,0.8582116,-0.66270685,0.907145,-0.13142642,-0.8524181,-0.7225386,-0.8227964,0.85198295,0.40830964,-0.7853002,0.6761547,0.91772527,-0.57436764,-0.5948103,0.71190333,0.68911296,0.64170724,-0.6262505,0.92403543,0.06266759,0.9535583,-0.04687769,-0.8685151,-0.6812538,-0.5518445,0.92513853,-0.45362595,-0.22487098,0.8186906,0.012267765,-0.82787067,0.708875,0.86130905,0.20957811
-0.6069936,-0.3769603,0.81238514,0.25916928,0.3969592,-0.75024503,-0.81194216,-0.62059355,0.7212769,0.7068461,-0.8068233,0.79773074,0.5865392,0.6586918,-0.57619005,-0.7075403,0.81261164,-0.6516746,0.8575183,-0.1612411,-0.7957852,-0.6150216,-0.76002306,0.7988704,0.38784733,-0.7249916,0.6304504,0.8596689,-0.5163545,-0.58207357,0.6624924,0.6464638,0.5355395,-0.5953883,0.88203084,0.024135787,0.91627645,-0.041013192,-0.8229358,-0.58607113,-0.52989185,0.8893913,-0.42170006,-0.15009196,0.80722046,0.04144312,-0.77636313,0.6637244,0.8125034,0.14059873
-0.5639416,-0.46293133,0.78253573,0.2043195,0.3678342,-0.7740798,-0.8297783,-0.66739625,0.7623494,0.6829702,-0.8344386,0.7725779,0.6495274,0.68854696,-0.5916813,-0.73684067,0.80815214,-0.62029916,0.8660861,-0.06219631,-0.7737751,-0.66041195,-0.76441795,0.8047463,0.32786176,-0.728132,0.6266381,0.89218366,-0.5606074,-0.5721303,0.6358377,0.5998207,0.62428385,-0.5653735,0.87536454,0.06894258,0.9237444,-0.013698398,-0.836787,-0.6485564,-0.5071864,0.8958064,-0.35341585,-0.16876903,0.7698328,0.101362966,-0.8056066,0.6707082,0.82239234,0.18332466
-0.6468097,-0.22989342,0.81863034,0.24147798,0.4070975,-0.7759628,-0.8571689,-0.7673798,0.83745265,0.7649373,-0.85532314,0.8153673,0.75002664,0.7275122,-0.60783666,-0.7347908,0.88143724,-0.5772109,0.89284796,-0.22494164,-0.778209,-0.73045546,-0.78598636,0.86518854,0.49024817,-0.8153494,0.69811285,0.91912574,-0.3931756,-0.6229403,0.7391265,0.67082036,0.5899089,-0.6235692,0.8844985,0.071773335,0.948579,-0.0072100316,-0.84715575,-0.73056656,-0.5477524,0.9357455,-0.4598357,-0.090903684,0.8559209,0.039600912,-0.7951768,0.7057705,0.83110946,0.30085632
-0.8065208,-0.49972674,0.9314822,0.31248054,0.47643477,-0.8711413,-0.9390031,-0.78484386,0.8510992,0.8492363,-0.91454047,0.9137381,0.75429785,0.82848173,-0.71914,-0.86453944,0.9276832,-0.7991755,0.9557042,-0.24150361,-0.92523444,-0.7640523,-0.8922987,0.92217684,0.5240938,-0.8964854,0.8118897,0.94876885,-0.65252465,-0.7056177,0.8517183,0.78384346,0.72987664,-0.71145874,0.9617781,0.0070599425,0.97866803,-0.028938338,-0.93514615,-0.70584816,-0.7307449,0.9618798,-0.599502,-0.23969024,0.91885775,-0.049613353,-0.8995537,0.7414399,0.9318919,0.21259119
0.42150033,-0.0784676,-0.5256749,-0.0832029,-0.22264431,0.44178635,0.538441,0.2996022,-0.38408428,-0.3432883,0.45348173,-0.4680351,-0.057693448,-0.42740893,0.3134183,0.3098367,-0.40102747,0.41269353,-0.52201194,0.07266466,0.5826192,0.15858628,0.29116872,-0.3730965,-0.053893913,0.4385125,-0.21939345,-0.540872,0.11249763,0.22811644,-0.5137257,-0.23391962,-0.22917521,0.1630005,-0.55672604,0.18506595,-0.6213111,-0.08844212,0.3967737,0.11423479,0.36999407,-0.4831649,0.36577767,-0.034825213,-0.4680746,0.2301755,0.34545103,-0.14936206,-0.35526285,0.11276312
-0.67653644,-0.36508742,0.7886505,0.16096824,0.36555645,-0.7899438,-0.84541464,-0.6819749,0.7466048,0.6867922,-0.848673,0.80388105,0.5957434,0.67681307,-0.59066105,-0.68754745,0.7946107,-0.6734767,0.8617208,-0.07590454,-0.79458547,-0.56689775,-0.7236734,0.8117576,0.29738814,-0.7627612,0.6353466,0.8991595,-0.4843574,-0.5926574,0.6885351,0.64115167,0.58654106,-0.59765893,0.8814651,0.03434009,0.9263249,0.026037911,-0.8621273,-0.60032326,-0.5627937,0.9075316,-0.34153292,-0.052351236,0.8070927,0.09996032,-0.79997015,0.67065257,0.8382986,0.13309914
-0.5019469,-0.07750348,0.48891866,0.010663514,0.13451423,-0.47971886,-0.6124679,-0.47562608,0.4907689,0.37141705,-0.5370733,0.50770396,0.417889,0.37531212,-0.3409521,-0.34659123,0.45946693,-0.36261645,0.5933127,-0.025346078,-0.56331414,-0.2627703,-0.35159293,0.5511987,0.13875689,-0.5730169,0.3605494,0.7048412,-0.09205993,-0.28946722,0.44090998,0.45811924,0.32150787,-0.3996075,0.6524777,0.0803566,0.7307879,0.044838987,-0.6468766,-0.3352468,-0.32894066,0.7083272,-0.10260877,0.05268508,0.5038882,0.03270885,-0.48131534,0.38721144,0.60416466,0.116672136
-0.7691369,-0.35085565,0.8761259,0.13630317,0.40981507,-0.83583426,-0.91108686,-0.75005126,0.82843244,0.7744973,-0.8748432,0.8701295,0.6260027,0.7542702,-0.6808409,-0.77619314,0.877354,-0.74421287,0.92071456,-0.17407916,-0.88313085,-0.6598891,-0.8332751,0.8845351,0.3604573,-0.8284227,0.7199669,0.9352966,-0.5038581,-0.63497835,0.8118726,0.7469701,0.61217177,-0.6512786,0.93943083,-0.042723138,0.965944,-0.022986986,-0.9069352,-0.6508925,-0.62010175,0.94089645,-0.5064532,-0.1265016,0.86224246,-0.031747192,-0.83049625,0.7060381,0.8909532,0.1594017
