h_3_0,h_3_1
0.9999995,5.0655035e-07
0.99999356,6.4173482e-06
1.0,9.6756596e-11
0.99999917,8.272331e-07
1.0,2.5051844e-10
1.0,1.2069612e-09
1.0,9.793715e-10
0.99999976,2.7583147e-07
2.6343518e-05,0.99997365
1.0,2.3383164e-09
0.9999999,1.12158446e-07
1.0,4.84586e-08
6.8835834e-05,0.9999312
1.0,1.4281777e-08
3.767645e-05,0.99996233
1.0,2.2033926e-09
0.0017904593,0.9982096
1.0,2.5692345e-10
1.0,1.06245155e-08
0.97478944,0.025210567
0.99999964,3.816149e-07
1.0,3.3387824e-08
0.9999831,1.6908269e-05
1.0,4.3309507e-09
0.0030105226,0.99698955
1.0,3.0442244e-09
0.9995449,0.00045510178
1.0,3.955728e-10
0.9989097,0.0010902637
0.0071491897,0.9928508
0.0011151439,0.99888486
1.0,1.2175074e-08
0.9999994,5.5028e-07
0.9999999,1.2240532e-07
2.5199145e-06,0.9999975
1.0,3.6951717e-09
0.99946064,0.0005393768
1.0,4.3697898e-10
3.1106185e-05,0.9999689
0.99991083,8.916693e-05
1.0,2.2294068e-10
0.99999964,3.1565955e-07
1.0,5.7104443e-10
0.9966343,0.0033657183
0.00059232564,0.99940765
1.0,4.5579937e-10
1.0,3.7103207e-09
5.9131085e-06,0.99999404
0.99995804,4.195877e-05
4.7505196e-08,1.0
0.00010197261,0.9998981
0.006154625,0.9938454
1.0,2.0182506e-10
0.993288,0.00671199
1.1547346e-09,1.0
2.192737e-07,0.99999976
0.9999999,1.5413892e-07
1.0,3.1636894e-08
1.0,1.3313266e-09
1.0,1.4134484e-09
0.99996173,3.8290444e-05
1.0,2.8271783e-09
0.00072455505,0.9992755
0.99919516,0.00080480264
1.0,7.2781856e-09
1.0,5.1476192e-08
0.9999951,4.874486e-06
1.0,5.984269e-09
1.0,2.3834217e-09
1.0,6.8098877e-10
1.8497654e-05,0.9999815
0.9999999,6.2836754e-08
1.0,1.0265311e-09
6.449385e-05,0.9999355
1.0,2.1573077e-09
1.0,2.6615185e-08
0.99998343,1.6528584e-05
5.6393367e-07,0.9999994
0.009205351,0.9907946
1.0,4.525511e-09
0.000105449675,0.9998945
0.9933027,0.006697367
1.0,4.702162e-09
0.8808074,0.119192556
1.0,4.255618e-08
1.0,9.7158175e-09
1.0,1.3675834e-08
0.9999999,9.336506e-08
1.777411e-05,0.99998224
6.444573e-06,0.99999356
1.0,2.5366698e-09
0.0019615167,0.9980385
0.0033032729,0.9966967
0.99999917,8.6787753e-07
0.9999999,1.4869156e-07
1.0,2.0771846e-09
1.0,1.4504951e-10
0.9999337,6.62451e-05
0.99998987,1.0131411e-05
8.884909e-06,0.99999106
2.4445464e-05,0.99997556
1.0,1.1195311e-10
1.0,6.6573316e-09
1.0,2.6592858e-08
1.0,2.3166615e-09
1.0,1.4550791e-09
0.99999976,2.882656e-07
0.9999839,1.611365e-05
5.7230936e-06,0.9999943
0.0021618055,0.9978382
0.99668103,0.0033189084
0.9999999,6.854566e-08
8.804509e-06,0.9999912
1.0,4.979316e-09
1.0,1.3475562e-10
6.051323e-09,1.0
1.0,2.3321997e-10
1.0,3.2758332e-09
0.9999989,1.0205041e-06
0.99981874,0.00018122773
0.9994281,0.0005718637
0.9962269,0.0037731258
0.99999654,3.4323039e-06
0.99999964,3.081474e-07
0.99437803,0.005621988
1.0,3.4222827e-09
3.9053706e-05,0.9999609
2.6358244e-05,0.99997365
1.0,1.3539508e-10
1.0,4.4278674e-09
0.9999999,1.4905928e-07
0.9999727,2.7312555e-05
0.0025871275,0.99741286
3.2736182e-07,0.99999964
0.99999344,6.49899e-06
0.9999995,4.8902564e-07
0.99999976,2.1188481e-07
4.5839445e-07,0.9999995
0.99999714,2.8157901e-06
1.0,8.5427837e-10
1.0,4.8986953e-10
1.0,4.7840267e-08
1.0,6.8889947e-09
1.0,4.6498833e-08
1.0,3.113052e-10
1.0,6.3879853e-09
0.9999999,1.6522978e-07
1.0,4.0504258e-09
1.0,1.3811648e-08
0.9999926,7.42686e-06
1.0,4.8455223e-10
0.99999595,4.104489e-06
0.0020345661,0.99796546
1.0,1.9545565e-09
1.0,1.8597403e-09
1.0,2.0934294e-08
1.0,1.6825478e-08
1.0,1.1392409e-10
1.0,5.3756305e-10
1.0,3.4592154e-10
0.008780583,0.99121946
0.00018160362,0.9998184
1.0,6.078548e-11
1.0,2.2627384e-08
2.3214048e-05,0.99997675
1.0,1.8313662e-08
1.0,1.9547029e-08
0.9999988,1.14012e-06
0.99999976,2.3486817e-07
1.0,1.7176567e-10
0.99850273,0.0014973262
1.5867317e-05,0.99998415
1.0,5.5577477e-11
1.0,1.5736638e-09
1.0,2.4924505e-09
0.9999995,4.4837827e-07
1.2131181e-05,0.99998784
1.0,6.6852364e-09
0.9999994,6.2457735e-07
0.9999653,3.4657547e-05
1.0,6.5313166e-10
0.99987185,0.00012813177
0.99913555,0.0008644179
1.0,8.513574e-09
0.9999883,1.1707665e-05
0.9999999,1.7001786e-07
0.9999999,9.4707545e-08
0.9999999,7.979695e-08
1.0,7.3226043e-09
0.9406443,0.059355695
1.0,1.03467155e-08
1.0,1.8294564e-08
1.019072e-07,0.9999999
1.0,5.506809e-09
1.0,5.180675e-08
0.9999981,1.9174443e-06
1.0,2.2315383e-10
0.9780431,0.021956895
1.0,4.4752216e-08
1.0,1.299297e-08
1.0,1.9917207e-08
0.99998987,1.0174121e-05
0.9999963,3.7378654e-06
2.9104556e-05,0.9999709
0.9999994,5.874663e-07
0.99999785,2.1737783e-06
1.0,5.5539836e-08
2.8312752e-05,0.9999716
1.0,2.7282436e-08
0.9999567,4.3214975e-05
1.0,7.0917903e-09
1.0,3.0200156e-09
1.0,2.4759933e-10
1.0,1.4206432e-09
1.0,8.420966e-10
1.0,1.7479785e-08
1.0,1.3273281e-09
9.580489e-09,1.0
1.0,8.755e-10
1.0251662e-07,0.9999999
0.9999887,1.137891e-05
0.9998667,0.00013325243
0.00033106867,0.99966896
1.3519464e-05,0.9999865
0.9999999,1.1242403e-07
0.0007927272,0.9992073
0.9999999,6.2221e-08
1.0,3.1049666e-08
1.0,1.2333873e-08
1.0,3.6292047e-10
0.99985874,0.00014125867
1.0,2.9441212e-09
1.0,1.2359794e-09
0.9999907,9.292141e-06
0.9999815,1.8436473e-05
1.0,4.175325e-10
8.308279e-06,0.99999166
1.0,5.796754e-10
0.0013293099,0.9986707
0.9995209,0.0004791518
1.0,7.125548e-10
0.99420446,0.0057955883
1.0,8.2963e-09
0.9999999,6.6869354e-08
1.0,2.552946e-08
1.0,2.1398172e-09
5.4290096e-05,0.99994576
1.0,1.5490646e-10
1.0,3.5351714e-08
1.0,6.73641e-09
1.0,1.7381989e-10
1.0,5.26125e-10
1.3115778e-07,0.9999999
0.9999988,1.2248372e-06
1.0,3.6648846e-09
1.0,9.933311e-09
1.0,4.791549e-09
1.0,1.2310105e-09
1.11407104e-07,0.9999999
0.006739114,0.9932609
8.610337e-06,0.9999914
0.99999046,9.47813e-06
1.0,2.6878921e-09
0.9997123,0.0002876351
1.0,1.4349602e-08
0.9999999,1.5224903e-07
1.0,1.0816943e-09
2.1175971e-08,1.0
0.9999999,5.9937754e-08
0.9999963,3.7178006e-06
0.9999902,9.822785e-06
1.0,1.6374285e-09
0.9999783,2.175139e-05
1.0,1.1104768e-08
1.0,4.2870527e-10
1.0,8.289336e-10
0.99999857,1.4319494e-06
1.0,1.768669e-10
1.0,4.7652366e-09
1.0,2.7409375e-09
1.0,1.2281956e-10
1.0,5.739556e-10
0.99999607,3.9783827e-06
1.0,2.6022147e-09
1.0,1.2726969e-08
0.000102052865,0.99989796
1.0,7.487049e-10
1.0,5.2352284e-08
0.000118719574,0.99988127
0.9999999,8.063415e-08
0.9999999,8.117083e-08
1.0,2.564627e-10
1.0,5.9456435e-09
1.0,3.1586334e-10
2.0251132e-07,0.99999976
0.003616178,0.9963838
1.0,1.0343588e-10
1.0,9.617467e-10
0.9999999,1.756639e-07
1.0,2.6144034e-09
8.385694e-05,0.9999161
1.0,1.4033665e-09
0.0008623152,0.99913764
0.9999999,1.215487e-07
0.99975497,0.00024497535
1.0,5.269827e-10
1.0,5.6240784e-10
0.00023990819,0.9997601
1.0,1.3884144e-09
0.9999999,1.6927122e-07
0.9999994,6.518442e-07
1.6309188e-07,0.9999999
0.99999976,2.0796165e-07
0.9999579,4.2107444e-05
1.0,2.5581393e-10
1.6944175e-06,0.99999833
0.0001531404,0.9998468
1.0,2.0078627e-08
5.7691028e-05,0.9999423
1.0,2.1387236e-09
1.3337848e-06,0.9999987
1.17523335e-07,0.9999999
1.0,3.623747e-10
0.0071111047,0.9928888
1.0,1.5270702e-08
1.0,1.6764852e-10
1.0,2.4669639e-08
0.9999988,1.2344979e-06
1.0,1.7805369e-09
0.9999999,8.082848e-08
1.0,1.0317844e-08
1.0,6.420196e-09
0.99978095,0.0002190808
1.0,5.1231264e-10
0.00015252888,0.9998474
1.0,2.7092822e-10
0.99999917,8.2023604e-07
0.9895527,0.010447359
1.0,4.6361873e-10
0.9987577,0.0012422907
1.0,1.0815649e-08
1.0,3.0334338e-08
1.0,2.4463048e-08
1.0,2.3843505e-08
0.9999951,4.9033365e-06
1.0,4.2796672e-10
0.0006835183,0.99931645
0.99999976,2.4564798e-07
1.0,5.604525e-10
1.0,9.889906e-09
6.24123e-07,0.9999994
0.9999999,9.695587e-08
1.0,5.49901e-09
0.9999553,4.4737993e-05
1.0,3.8000747e-10
1.0,1.3606721e-09
1.0,4.052342e-09
2.1196945e-08,1.0
1.0,2.069818e-08
1.0,6.364586e-09
1.2160295e-07,0.9999999
1.0,2.4924078e-09
0.98458326,0.015416793
0.99998796,1.2066223e-05
1.0,3.3232277e-09
1.0,3.6278136e-10
1.0,9.660212e-10
1.0,7.577558e-10
2.6380578e-08,1.0
0.9999995,4.533479e-07
1.0,3.6026195e-09
1.5474309e-06,0.99999845
3.800846e-05,0.999962
1.0,8.0235035e-10
0.0035465101,0.9964535
4.2961533e-06,0.9999957
0.99981135,0.00018865045
2.753795e-05,0.99997246
1.0,2.6231444e-09
0.9999856,1.4384754e-05
0.9999995,4.3479457e-07
1.0,6.465217e-10
1.0,3.0196454e-10
0.9999974,2.5982567e-06
1.0,3.5150843e-10
0.99999535,4.6032997e-06
1.0,2.758056e-08
1.0,5.154875e-10
0.9992073,0.00079273444
7.3084836e-09,1.0
0.0026720886,0.9973279
0.97770643,0.022293549
1.0,4.3848014e-10
1.0,2.0492994e-09
1.0,1.7070372e-08
3.6857134e-08,1.0
9.988513e-06,0.99999
0.9999999,1.0547812e-07
0.9999999,9.8761106e-08
0.99999976,2.0348665e-07
0.99999976,2.5685247e-07
0.9999999,1.0645555e-07
1.0,1.03048245e-08
0.9999999,9.7870384e-08
4.737029e-05,0.9999527
0.9999999,1.0270941e-07
0.9999999,1.4967522e-07
0.013383817,0.98661613
4.68379e-05,0.99995315
0.9999981,1.9362149e-06
0.00010057829,0.9998994
1.0,1.1964743e-10
1.0,2.629262e-08
1.0,9.9938955e-09
1.0,1.5954246e-08
0.008836285,0.99116373
1.0,3.7687498e-09
1.0,1.1237891e-09
1.0,3.6791004e-10
1.0,2.291983e-09
2.7658421e-08,1.0
0.9999995,4.816787e-07
0.9999523,4.7623296e-05
0.9999995,5.048469e-07
1.0,3.843463e-09
4.0357616e-05,0.9999596
1.0,1.7767601e-10
1.0,6.8553345e-09
0.009181179,0.9908188
0.000120450655,0.9998795
0.979423,0.020577043
1.0,2.0852122e-08
1.0,8.809423e-10
1.0,3.216487e-10
6.0909504e-05,0.9999391
0.9999988,1.2107776e-06
1.4304847e-07,0.9999999
0.9999881,1.1871136e-05
4.7916245e-08,1.0
1.0,4.4121676e-10
0.0007980532,0.99920195
0.99999833,1.6280918e-06
0.99999464,5.4073676e-06
0.9999999,9.8066394e-08
3.3704082e-06,0.99999666
1.0,1.0488861e-09
0.99994254,5.7502144e-05
0.9999999,7.475783e-08
1.0,1.0231753e-08
0.99999475,5.26045e-06
3.0787186e-07,0.99999964
0.9999999,1.2375033e-07
1.0,1.4567167e-10
0.99999344,6.5341655e-06
1.7885455e-06,0.9999982
0.00019684708,0.9998031
0.9999999,1.012589e-07
1.0,4.5463096e-09
0.99999917,8.0918386e-07
0.98914206,0.010857991
0.00025199205,0.99974805
0.9999999,1.7510025e-07
0.99999976,2.2008153e-07
1.0,4.1065666e-09
8.6540986e-08,0.9999999
1.0,9.97843e-09
1.0,2.0151474e-09
0.999749,0.00025094117
0.9998667,0.00013323566
1.7730566e-05,0.99998224
1.0,4.387441e-08
0.99999595,4.065679e-06
0.9999968,3.2520961e-06
7.701807e-06,0.99999225
1.0,8.99439e-09
1.0,1.0404576e-09
1.0,2.7661045e-09
1.0,5.730633e-09
0.9949633,0.0050366726
1.0,2.829714e-09
4.0618553e-07,0.99999964
0.9990087,0.0009913392
0.9999999,1.633428e-07
1.0,6.3279577e-09
1.0,1.44606584e-08
1.0,1.3255117e-09
0.99999964,3.1084335e-07
0.001404502,0.99859554
1.0,6.953691e-10
1.0,1.2880995e-08
0.9999994,5.925562e-07
1.0,3.023795e-10
1.0,8.7336016e-10
1.0,2.0210058e-09
0.0046456195,0.9953544
1.0,3.2012263e-08
0.00014663095,0.9998534
6.718403e-07,0.9999993
6.20573e-05,0.9999379
1.0,1.0445896e-09
4.8211525e-08,1.0
0.99999964,3.419662e-07
0.99995506,4.4995697e-05
6.4237654e-05,0.99993575
1.0,1.1136685e-09
2.7168067e-05,0.9999728
1.0,4.885315e-10
1.0,5.6138116e-10
6.1241167e-07,0.9999994
3.369947e-05,0.99996626
1.0,1.5856621e-08
1.0,4.9528914e-08
1.15684095e-07,0.9999999
0.99803525,0.0019647006
1.0,1.15437285e-10
1.0,1.7938859e-09
0.99999976,2.0107089e-07
1.0,1.7652593e-09
1.0,9.462969e-09
0.99999833,1.6342458e-06
0.9999994,5.6182836e-07
0.9999999,1.6210443e-07
1.0,1.8062106e-10
1.0,7.668785e-09
1.0,2.0364412e-09
1.7947394e-07,0.99999976
1.0,2.8546832e-09
1.0,1.1008487e-10
1.0,3.562015e-08
1.0,5.795461e-10
0.0001468869,0.99985313
0.8939003,0.106099665
1.0,4.498094e-09
0.0005136367,0.9994863
4.249531e-05,0.99995756
1.0,7.257385e-11
1.0,1.3610771e-09
1.0,8.414191e-10
0.9999999,1.4871992e-07
6.258175e-07,0.9999994
1.0,1.8370212e-10
1.0,5.2015586e-11
1.0,3.7118708e-09
1.0,6.635435e-10
3.5979906e-06,0.9999964
1.0,5.916883e-10
1.0,1.6395912e-09
1.0,1.13441105e-08
1.0,1.4899213e-08
2.4842848e-06,0.9999975
1.0,3.3909142e-08
6.213075e-08,0.9999999
0.0017628814,0.99823713
1.0,1.1185953e-08
0.9999325,6.747053e-05
1.0,2.100629e-08
1.0,3.2687368e-09
1.2303759e-05,0.9999877
1.0,2.0423225e-09
1.0,2.813504e-09
1.0,1.7897506e-09
0.999841,0.00015896767
0.00062000885,0.99938
1.0,1.5838145e-09
0.974515,0.025484903
0.99999976,2.717525e-07
0.9998362,0.0001637452
0.99999845,1.5170393e-06
4.077363e-06,0.99999595
1.0,1.3570877e-09
1.0,3.3331242e-09
0.99999595,4.077188e-06
1.0,7.826645e-10
1.0,2.2039505e-10
0.99999976,2.6072894e-07
1.0,2.007027e-09
5.6155346e-05,0.99994385
0.9999106,8.9370806e-05
0.999997,3.0000492e-06
0.9999999,1.17464175e-07
0.99951243,0.00048751125
0.00028611798,0.99971384
0.008621326,0.99137866
0.99999976,1.9991315e-07
2.3843813e-06,0.9999976
0.9999889,1.10508145e-05
2.625394e-07,0.99999976
1.0,2.5236075e-08
0.9999987,1.3649458e-06
1.0,1.1881544e-08
0.9999951,4.89488e-06
0.9999988,1.2345732e-06
1.0,8.646918e-09
1.0,6.0744973e-09
1.6717393e-06,0.99999833
4.699499e-05,0.99995303
1.0,4.5992618e-08
0.0041293832,0.99587065
1.0,1.0580647e-09
0.99981755,0.00018242939
0.9994235,0.000576498
1.0,3.564351e-09
0.9999987,1.3305971e-06
1.0,1.895069e-08
1.0,1.9121046e-08
9.168342e-06,0.9999908
1.0,9.44946e-09
2.3574685e-05,0.9999764
1.0,3.3011607e-09
1.0,3.1896366e-10
1.0,9.144011e-10
0.99999523,4.795058e-06
1.0,4.636311e-10
5.909276e-07,0.9999994
1.0,1.3778823e-10
1.0,1.5429976e-08
1.0,9.058241e-10
1.0,1.500569e-10
1.0,9.1912405e-10
0.0040004626,0.9959996
6.8571913e-09,1.0
1.0,8.280933e-09
1.0,5.170926e-10
1.0,7.049481e-10
1.0,7.276655e-10
1.0,4.8921595e-10
0.9999999,7.5345305e-08
1.0,6.194398e-10
7.8954654e-05,0.9999211
1.0,3.6756495e-10
1.0,2.7498972e-09
1.0,2.267945e-08
0.99986184,0.0001381165
1.0,4.7515862e-09
0.9999999,1.1363259e-07
1.0,6.1946104e-10
1.0,2.9592558e-08
1.0,3.3128678e-09
1.0,2.9671894e-09
0.9999999,8.810103e-08
1.0,1.2908615e-08
0.99999976,2.8466278e-07
1.0,4.4544976e-10
1.0,1.3525422e-09
1.0,1.9309858e-09
1.0,1.5048461e-09
0.9999999,1.2195997e-07
1.0,3.876734e-09
1.0,7.3636697e-09
2.914066e-06,0.99999714
0.9999988,1.2432527e-06
3.5843623e-08,1.0
0.00012412116,0.9998759
1.1848926e-07,0.9999999
1.0,1.4969735e-09
1.0,3.4507575e-08
1.0,8.69216e-09
0.9999163,8.366629e-05
1.0,1.7919376e-08
0.9997267,0.00027331695
1.0,1.283107e-08
0.9758209,0.024179129
1.0,4.5246157e-08
1.0,4.7092796e-09
0.0007696369,0.9992304
0.00011858166,0.9998814
0.9999999,6.376448e-08
1.0,3.9020827e-09
1.0,8.3060175e-10
1.0,9.136624e-09
0.9999995,5.3397065e-07
1.0,2.2744417e-09
1.0,1.7399222e-08
1.0,3.9562056e-09
0.9999999,6.2314825e-08
0.00060154777,0.99939847
0.9544855,0.04551455
0.00013424378,0.9998658
5.85612e-06,0.99999416
1.0,3.2776036e-08
0.0007768487,0.9992231
0.99999785,2.1378619e-06
1.0,3.5497555e-10
0.9999999,1.7590263e-07
1.0,2.8203045e-10
1.0,5.6588587e-09
7.47694e-05,0.99992526
0.9996809,0.0003190901
0.9978321,0.0021679366
1.0,1.9492439e-09
0.00039109628,0.99960893
0.0016834242,0.99831665
1.3643831e-05,0.9999864
1.0,3.659916e-10
1.0,7.094131e-09
1.0,7.2960042e-09
