h_1_0,h_1_1,h_1_2,h_1_3,h_1_4,h_1_5,h_1_6,h_1_7,h_1_8,h_1_9
-0.5395106,0.11954032,-0.48976743,0.57156485,-0.40917984,0.45762804,0.37569356,-0.5205147,0.43217725,0.6190397
-0.5638826,0.3320699,-0.60361314,0.53781694,-0.3326001,0.55737495,0.5567684,-0.61246914,0.5333205,0.67024213
0.48851675,0.052209225,0.79103076,-0.56828916,0.08467204,-0.48232713,-0.13776067,0.65431947,-0.35093778,-0.74206513
-0.7957141,0.6345701,-0.4936685,0.7830214,-0.6241796,0.7120296,0.56256413,-0.5757074,0.6898251,0.6465918
-0.74976254,0.68754375,-0.68722755,0.6965911,-0.7131638,0.7464152,0.75475264,-0.7113037,0.6727671,0.62482214
-0.60748446,0.41903472,-0.7378412,0.8730223,-0.62128276,0.690337,0.49058872,-0.6242456,0.6657762,0.59118956
-0.48858953,0.38975102,-0.4439215,0.78707135,-0.47830433,0.5808125,0.53238183,-0.47770512,0.552957,0.4231019
-0.020387972,-0.022196114,-0.06597314,0.007311356,0.076052636,-0.21523346,-0.15670574,0.26129547,0.03862932,-0.28380793
-0.6850183,0.45580873,-0.3345711,0.5227605,-0.42410833,0.800727,0.5721426,-0.28953397,0.6343242,0.23286715
0.37518847,-0.0109168235,0.38964477,0.26722974,0.2978515,-0.49123597,-0.2778578,0.27742836,-0.36717853,-0.3623677
-0.6237533,0.5503008,-0.6353005,0.7921267,-0.6212955,0.683152,0.59186554,-0.5739442,0.59441257,0.646392
-0.6734559,0.6207747,-0.19900988,0.6400634,-0.51227385,0.79443884,0.60372525,-0.5095962,0.7129747,0.44561142
-0.3028535,0.20894618,-0.17514849,0.57505,-0.14832044,0.47246918,0.24585834,-0.08459278,0.22504844,0.06869713
0.6042053,0.114737645,0.4055108,-0.5342106,-0.31796202,-0.47849905,-0.22997852,0.21764901,-0.55203545,-0.45974374
-0.28058517,0.32801688,-0.45465872,0.6616267,-0.30260578,0.43577752,0.26350677,-0.3694063,0.39352396,0.41245162
-0.49756655,0.29452622,-0.7174661,0.74279195,-0.48511663,0.5921077,0.34907746,-0.49634257,0.5016975,0.42543587
0.022772793,-0.0849749,-0.41622192,0.40194508,-0.06693723,-0.107879356,0.03465586,-0.08803408,0.24487665,-0.0074878302
-0.47089154,0.21445663,-0.62658477,0.65493584,-0.33198133,0.24361306,0.35447836,-0.2897193,0.4509104,0.34870794
0.1922686,-0.063562214,0.3376347,-0.22388761,0.23498347,-0.4572992,-0.39953986,0.43104216,-0.33156544,-0.38870952
-0.15266384,0.07480249,-0.10157057,0.47012568,-0.082930215,0.09449534,0.15806371,-0.16292231,0.24646887,0.012754789
-0.35303804,0.054928795,-0.20872511,0.53380305,0.11937852,-0.019157384,0.12894475,-0.06390173,0.21718502,0.0077726324
-0.4839127,0.32871953,-0.30515218,0.65328836,-0.14114235,0.5593325,0.3029507,-0.33630517,0.366229,0.27504185
0.17839104,-0.009425731,0.026871676,0.095327154,0.16880636,-0.46766117,-0.10076446,0.03566636,-0.26785278,-0.26436505
0.39695308,-0.058046293,0.43557996,-0.11878022,0.0017769334,-0.1139236,-0.10089607,0.15723655,-0.19596936,-0.12126349
-0.14882177,-0.14910603,-0.16994262,0.2690763,0.005270225,0.11763845,0.07798381,-0.04487908,0.10758675,-0.12657078
0.25489062,-0.49454346,-0.040907685,0.42553988,0.26005578,-0.23389716,-0.18052332,0.08574501,-0.058508836,-0.10358856
0.4355994,-0.2578525,0.2639449,-0.28376415,-0.32468826,-0.25629917,-0.21273383,-0.19228616,-0.41927445,-0.36852637
-0.53815454,0.22929312,-0.33667737,0.45270285,-0.19448096,0.6426456,0.33159378,-0.41621965,0.41773453,0.22229142
0.13294609,-0.18954565,0.18760331,0.10487912,0.13895698,-0.15594071,-0.074925944,0.18647462,-0.40949652,-0.19707504
-0.6403879,0.68912804,-0.36992973,0.84481055,-0.79730237,0.8674018,0.6634018,-0.6354836,0.67392576,0.7037272
-0.4887984,0.20959616,-0.5128261,0.6063372,-0.15769136,0.34007114,0.19446313,-0.41998586,0.44200885,0.24586056
-0.5235492,0.5819309,-0.42985144,0.49636498,-0.4646488,0.42117554,0.69482017,-0.34796107,0.49842602,0.3465433
-0.39284968,0.0902222,-0.17949606,0.43809992,-0.023045419,0.3877768,0.17428061,-0.24805118,0.17768212,-0.03611277
-0.15818192,0.04291119,-0.7056792,0.6255583,-0.1214254,0.37062988,0.27541214,-0.23211786,0.3762543,0.3091944
-0.55964625,0.32102954,-0.63505995,0.6782383,-0.27122352,0.6670775,0.48746395,-0.4870803,0.6312483,0.4109041
-0.36549023,0.2699667,-0.54295355,0.5231026,-0.19470426,0.4845353,0.39119226,-0.51008266,0.32098588,0.31962448
-0.6465904,0.5040962,-0.6703366,0.7765567,-0.5894754,0.7697816,0.48160732,-0.6082677,0.53793675,0.5244823
0.24633627,-0.04603249,0.44978014,-0.33247614,0.4519395,-0.14989497,-0.35311204,0.16382721,-0.24232471,-0.35123542
-0.44250324,0.12721391,-0.4435244,0.77450234,-0.5399422,0.5811199,0.41330388,-0.4585866,0.4199436,0.4944847
0.523834,-0.07616529,0.2026341,-0.21119808,0.09810395,-0.5594433,-0.33281127,0.3141568,-0.47416738,-0.3472064
0.23879248,-0.41769826,-0.42109784,0.12620793,-0.04683571,-0.3320902,-0.3735248,0.25263727,-0.062451467,-0.39982095
-0.10320385,-0.07566504,-0.10484796,0.2725399,0.041613508,0.08952911,0.109651834,-0.14847514,0.019193685,0.12890105
-0.6487867,0.4788927,-0.58053994,0.6973869,-0.47766298,0.7186216,0.57966995,-0.67346543,0.6310833,0.39946425
-0.05243116,0.005348856,-0.3533635,0.41806388,0.11331846,-0.13525435,0.04773509,-0.11051927,0.23314773,-0.10673077
-0.7865634,0.60095537,-0.6406773,0.78258467,-0.5433919,0.8302874,0.609272,-0.3468072,0.72781473,0.1951405
-0.8645215,0.6874045,-0.6188664,0.7547971,-0.545501,0.93667656,0.77982026,-0.5899906,0.89628464,0.68564516
-0.8149092,0.88393027,-0.32410094,0.7833232,-0.711638,0.7859001,0.6740321,-0.36741665,0.77423435,0.5525386
-0.29767004,0.18300052,-0.13367088,0.40513247,-0.0007013957,0.5596337,0.22968462,-0.3321309,0.26062664,-0.01756603
0.5159347,0.2023976,0.0026758967,-0.13539605,-0.279702,-0.58201075,0.00518573,0.36952007,-0.28417552,-0.46291482
-0.08868442,0.13641691,-0.021237187,0.07995237,-0.08442426,0.43729636,0.19803047,-0.2166766,-0.23633568,0.23074703
-0.50943094,0.2981429,-0.25461844,0.64537036,-0.23611309,0.4209881,0.2008258,-0.2591142,0.25947404,0.34402105
0.08162622,0.16059795,-0.040901598,0.02005904,-0.2375939,-0.06143001,0.05913534,-0.03021681,0.08076399,0.15530512
-0.18638258,0.19106784,-0.4761123,0.4198911,-0.19392467,0.12056322,0.13542974,-0.2415746,0.2412047,0.22902003
0.71361935,0.013671545,0.69203717,-0.7828792,0.48053008,-0.4832162,-0.51951414,0.6665929,-0.27351728,-0.5437307
-0.31640938,0.24366444,-0.40693328,0.62909245,-0.24866666,0.33758697,0.41325185,-0.29436156,0.37909514,0.1372575
-0.7841767,0.7991251,-0.39549956,0.83939636,-0.7433092,0.8090886,0.7359287,-0.49627507,0.80247605,0.50409645
0.075118385,0.05428097,-0.03527798,0.39659384,-0.2064261,-0.06647445,0.06980686,-0.34192017,0.18571967,-0.15498015
-0.3458418,0.29758555,-0.49585277,0.6357648,-0.31898537,0.42229953,0.24295144,-0.4786199,0.40044355,0.44909108
-0.24869186,0.05267753,-0.5506465,0.49668658,-0.24787548,0.4308601,0.023474095,-0.26759514,0.06735779,0.27494764
-0.502351,0.45406073,-0.48486015,0.40031156,-0.42377114,0.64706796,0.5726691,-0.52726203,0.5114407,0.27560502
-0.5925939,0.68080324,-0.5161989,0.609068,-0.55802,0.66263956,0.44132736,-0.2733344,0.6334499,0.38682562
-0.38882092,0.12780717,-0.36805907,0.5905541,-0.3305215,0.5022286,0.10430516,-0.3550891,0.25095657,0.48163843
-0.5627932,0.40418205,-0.25503275,0.48986402,-0.031591106,0.46154687,0.44920272,-0.11580143,0.30547318,0.21612811
0.2703395,-0.36355132,0.010796021,-0.27352223,0.4366389,-0.22065572,-0.3281593,-0.23950171,-0.20108238,-0.049548484
-0.120582,-0.44893968,0.14170635,0.051288836,0.5507138,-0.2697545,-0.34407073,0.36195764,-0.32634866,-0.4620228
0.6944264,0.23665637,0.41648838,-0.12420958,-0.29629543,-0.71356744,-0.31702384,0.39030716,-0.5714858,-0.3569757
-0.45034456,0.23574695,-0.27610564,0.4113915,-0.20948768,0.5103304,0.22249007,-0.26427957,0.32513276,0.19199875
0.4613312,0.17601997,0.38766605,-0.5370282,-0.28059766,-0.6102887,-0.27989757,0.3508505,-0.3303683,-0.4462402
0.16993383,-0.108437404,0.12518747,0.3810698,0.18966947,-0.18007696,-0.09129313,0.17909202,-0.045851707,-0.2890064
-0.5741814,0.6364862,-0.12897615,0.63174707,-0.7847436,0.87788886,0.57404333,-0.5740772,0.37435842,0.59510267
-0.6736003,0.37253052,-0.647878,0.7986037,-0.43936548,0.700881,0.48928243,-0.6355429,0.5744021,0.42527038
-0.5181341,0.4402189,-0.5807441,0.86026007,-0.48344922,0.829838,0.5400197,-0.7114053,0.57076746,0.5074788
-0.2739659,0.33927527,-0.119773194,0.21568388,-0.5471068,0.5875105,0.3396001,-0.083265126,0.44710264,0.6271505
0.40516618,-0.2157023,-0.04866704,0.20384468,0.07713816,-0.44810155,-0.39455533,0.13883789,-0.13951859,-0.2737217
-0.47229207,0.41496179,-0.42195606,0.5794234,-0.23208922,0.44536936,0.40012392,-0.375806,0.4345605,0.39204943
0.016440766,-0.017382165,0.15433167,0.18637465,0.19985257,-0.4408137,-0.15448904,0.03655061,-0.26357478,-0.16880023
-0.64089,0.46206516,0.22491136,0.21264206,-0.049474087,0.61250746,0.50900286,-0.48162055,0.37734592,0.28307778
-0.396795,0.029401213,-0.63384813,0.63278806,-0.32951707,0.23901157,0.18827549,-0.4858149,0.38608694,0.24723801
-0.4352129,0.22261438,-0.42750335,0.59084123,-0.2924949,0.5566212,0.39131975,-0.49177203,0.256873,0.32718223
0.5351537,0.2040782,0.57573754,-0.3866067,-0.2074577,-0.4252747,-0.22397216,0.33562955,-0.38474998,-0.26991436
-0.50936955,0.59505355,-0.535273,0.69391286,-0.49835226,0.495855,0.4373474,-0.50980085,0.54695344,0.45121872
0.35911167,-0.26515323,0.0029253254,0.38295653,0.3866282,-0.42781454,-0.27269742,0.1545807,-0.20803119,-0.46129036
0.17009805,-0.15876228,-0.10937047,0.22285905,0.27977866,-0.20258841,-0.31803325,0.03315805,-0.071546406,-0.14538004
0.46992528,0.21967538,0.25416955,-0.50483304,-0.2350058,-0.41330057,-0.28009763,0.40101752,-0.09489074,-0.23080187
-0.19587708,0.20914643,-0.44434583,0.23659569,-0.22235958,-0.30563778,0.093561366,-0.16489622,0.21823859,0.10431701
