h_1_0,h_1_1,h_1_2,h_1_3,h_1_4,h_1_5,h_1_6,h_1_7,h_1_8,h_1_9
-0.6851239,0.25798607,-0.45578837,0.37464246,-0.38557515,0.48766875,0.22000834,-0.57178766,0.37016928,0.14724497
-0.7299725,0.5766482,-0.3951887,0.5332804,-0.57618606,0.7468179,0.66225284,-0.37677416,0.6835475,0.43633452
0.28762525,-0.16588293,0.16293214,0.041527703,0.22183433,-0.6306186,-0.16492726,-0.00844233,-0.13353126,-0.3662868
-0.59241235,0.4808119,-0.51186955,0.68926,-0.49740008,0.6202085,0.4771662,-0.42453954,0.5325352,0.3645815
-0.3916114,0.14621831,-0.6433984,0.67973274,-0.2724763,0.35649586,0.37635422,-0.3438642,0.4746196,0.42945632
-0.2742696,0.24136312,-0.22667035,0.51963925,-0.15391038,0.31605786,0.038152218,-0.003478463,0.10515007,0.21698068
0.7430793,-0.07799708,0.51586264,-0.42364964,-0.18468599,-0.5080811,-0.2713667,0.5800993,-0.5800602,-0.27746433
0.16526815,-0.04200728,0.14626643,0.12026629,0.12811676,-0.020006292,-0.025866909,0.11884278,-0.057633586,-0.2846545
-0.49099514,0.26867115,-0.6949122,0.54348356,-0.4601539,0.29643378,0.46415314,-0.5706195,0.3948476,0.5237049
0.31628653,-0.051496908,0.47286925,-0.10240265,0.13796417,0.13919868,0.009735597,0.4737459,-0.06696616,-0.2895978
0.37363118,0.45643222,-0.30036095,-0.040773097,-0.48563933,-0.19907759,0.18360098,-0.1683718,-0.2277167,-0.22742921
-0.6760153,0.3949433,-0.5326948,0.5606507,-0.45773506,0.62567276,0.6716615,-0.45466924,0.5276381,0.16652028
0.20890963,0.11962963,-0.2398266,0.11726991,-0.39473674,-0.29179534,0.00088089,-0.11110698,-0.24478619,-0.26486877
-0.51466346,0.2856055,-0.47122848,0.39932013,-0.39466086,0.40655318,0.3317935,-0.33451858,0.5401943,0.2941313
-0.5505036,0.28213534,-0.55324614,0.59739465,-0.20956665,0.62075686,0.44308493,-0.50032586,0.6169455,0.40185335
-0.6193047,0.30276915,-0.48715755,0.6909033,-0.36417374,0.5332828,0.55624783,-0.47456023,0.54833347,0.07239745
-0.5419391,0.35708907,-0.4309268,0.5749842,-0.27606678,0.22361714,0.22350955,-0.19650912,0.56219786,0.2410172
0.27025113,-0.31610137,-0.012233162,-0.3486139,0.03402248,-0.30098322,-0.22817206,0.0796406,-0.39878595,-0.38921157
0.15246892,-0.4466861,0.3149238,-0.47818595,-0.07928797,-0.05792646,-0.2651813,0.03256935,-0.53584653,-0.3305146
-0.45958862,0.3616684,-0.58719236,0.51349586,-0.56041086,0.5517885,0.54407257,-0.5202084,0.45593816,0.4941518
0.18916261,0.09658022,0.35724914,-0.25653243,-0.17011587,-0.36613324,-0.001958851,0.20297657,-0.23755714,-0.15684712
0.31886786,-0.19421504,0.22381718,0.043365672,0.034993846,-0.21503167,-0.18156964,-0.047146372,-0.18070464,-0.034849886
-0.58794266,0.024321422,-0.025850361,0.40330702,-0.46083257,0.50510436,0.59757113,-0.51432484,0.17170803,0.047341555
-0.35507885,0.32446733,-0.42698446,0.35576627,-0.45897347,0.23221387,0.2958038,-0.4082111,0.24778818,0.25470746
-0.683944,0.3772296,-0.38925678,0.5502045,-0.5518381,0.778961,0.5966793,-0.5547028,0.57795924,0.38172305
-0.78195465,0.5712979,-0.6854173,0.80920875,-0.641177,0.89282393,0.6815541,-0.7898952,0.7208205,0.5108201
-0.29923227,0.052058958,-0.50514895,0.28053492,-0.07207312,0.25208044,0.05297562,-0.29296604,0.24469714,-0.01230433
-0.4745177,0.28059536,-0.027986746,0.29685777,-0.24552079,0.27246398,0.2644418,-0.18972734,0.35662755,0.06071467
-0.053266138,-0.35074857,0.32577607,-0.22376396,0.48552892,-0.021963544,-0.15874076,0.06620394,-0.061607916,-0.35219076
0.5676533,-0.12568972,0.34856206,0.29478073,0.15024151,-0.68526506,-0.32560486,0.02758255,-0.39031455,-0.3068437
-0.7964167,0.7523532,-0.67304045,0.835621,-0.75635844,0.8684665,0.7508681,-0.64769214,0.74602264,0.3745016
-0.5111588,0.39221427,-0.5629151,0.7125901,-0.43532863,0.3621331,0.4608964,-0.38370794,0.4929595,0.28900954
-0.60167253,0.45075765,-0.18571076,0.5929061,-0.25506598,0.5334435,0.290614,-0.22690082,0.53118706,0.4991916
-0.6001822,0.31290218,-0.6366629,0.66061395,-0.43034264,0.5523384,0.48165128,-0.5651016,0.57405704,0.42225078
-0.61140704,0.5206502,-0.54903644,0.5322539,-0.62281764,0.38701588,0.5085405,-0.5411345,0.4977138,0.44475088
-0.24059631,0.45499787,-0.12223671,0.2616461,-0.49166754,0.3906234,0.34141582,-0.40849638,-0.07086046,0.45602158
-0.143356,0.08977009,-0.45454848,0.4545272,-0.13494211,0.19106463,0.30634338,-0.080706775,0.30118632,0.10770731
0.2247928,0.043905456,0.25726265,-0.2868441,0.31485096,-0.24032836,-0.43987936,0.16752027,-0.1159712,-0.5131681
0.34798005,-0.30864665,-0.39903575,-0.11199897,-0.18261012,-0.33957574,-0.33142695,0.24688657,-0.45230132,-0.13256338
0.011707405,0.03561183,-0.39665127,0.46931016,0.026574433,0.1009045,-0.11674641,-0.07778178,0.19333264,-0.08460309
-0.68585277,0.22695509,-0.43203396,0.55548495,-0.287632,0.7766756,0.29451784,-0.13495362,0.38522518,0.21738231
0.0966764,-0.25994372,0.52926666,-0.09476663,0.16532248,-0.06976761,-0.26085392,0.13278913,-0.45051757,-0.3351946
-0.20769471,0.28056708,-0.7305408,0.60435146,-0.58362573,0.26963034,0.42078838,-0.49981993,0.31113082,0.54985005
-0.6995216,0.5692068,-0.69840235,0.8741019,-0.68870974,0.80293626,0.58926713,-0.5077149,0.7690538,0.67026484
0.5620498,-0.48470533,0.69654125,-0.7436567,-0.051645473,-0.6056922,-0.44584963,0.6671927,-0.62248516,-0.43713874
-0.7805034,0.48105538,-0.5804249,0.8617447,-0.556224,0.8152051,0.6269298,-0.5587764,0.73789686,0.6456515
-0.5169165,0.45333335,-0.25121644,0.7692818,-0.6451201,0.54394525,0.26474124,-0.40447685,0.518075,0.44017577
-0.15156606,0.2833188,-0.3743775,0.43514907,-0.38746637,0.13848835,0.28231898,-0.19563265,0.18436418,0.264532
0.05585196,0.14128691,-0.007779741,0.08392746,-0.29709652,0.2305731,0.3414799,-0.05827563,0.18852861,0.31751356
0.119627595,0.08122272,-0.46930864,0.5228679,-0.021405417,0.12732045,0.088967286,-0.09566021,0.15811034,-0.054896288
-0.51840425,0.21986479,0.25617018,0.27990013,-0.1014758,0.27116263,0.09702021,0.38170362,0.19571288,0.057425685
-0.19638205,0.03872952,-0.22349072,0.6036736,-0.3295757,0.43672118,0.022131396,-0.2888773,0.4271077,0.08381799
-0.16432434,0.22753622,-0.20209152,0.6174982,-0.32133868,0.51154643,0.31677344,-0.36503267,0.287305,0.2959695
-0.2916034,0.0735214,-0.043822236,0.24551964,-0.03631299,0.30099243,-0.0049076644,-0.11568181,0.013416854,-0.04117434
-0.66043884,0.3729315,-0.30308345,0.7413671,-0.40668648,0.59213924,0.3351404,-0.5763522,0.49608755,0.53996974
0.12502855,-0.12074447,0.33785743,-0.2781346,0.17248237,-0.007694893,-0.34900236,0.27926633,-0.29230228,-0.15465061
0.58710265,-0.10412893,0.10292874,0.1452953,0.12585957,-0.27561626,-0.20766138,0.30864266,-0.505948,-0.40439737
-0.81795204,0.63131016,-0.5183673,0.8853259,-0.63135093,0.86317366,0.6277494,-0.60950744,0.6558283,0.7280132
-0.63603795,0.4703752,-0.34156254,0.62464803,-0.49011725,0.5658053,0.49379787,-0.25027344,0.5530734,0.41356826
-0.41683358,0.09644248,-0.12743524,0.69063795,-0.37137777,0.5185657,0.19120447,-0.23233508,0.4589984,0.43420455
-0.35103142,0.09231321,-0.2518169,0.3144204,-0.23917131,0.3362728,0.14498009,-0.3082963,0.1332413,0.021169947
0.40697026,-0.027411697,-0.18725765,-0.2971737,-0.15017964,-0.29556397,-0.2766939,0.15359719,-0.26315853,-0.16704242
0.43142113,0.13049084,0.51965815,-0.47839034,0.118858606,-0.5794878,-0.3775274,0.68629694,-0.21845935,-0.42863315
-0.41341782,0.26697665,-0.25946102,0.44908136,-0.30129743,-0.006620649,0.029061733,-0.23756987,0.25428787,0.074362375
-0.528284,0.1266464,-0.4054576,0.37813324,-0.27404922,0.46551383,0.2871882,-0.17596394,0.2869238,0.30247885
-0.39300188,0.11671174,-0.5996292,0.44040263,-0.3373279,0.27998626,0.25150076,-0.2940656,0.39236784,0.26202187
0.2616782,-0.29519844,0.3277655,-0.18664257,0.22115701,-0.44246608,-0.23427387,0.4521785,-0.49787423,-0.43795392
-0.3476368,0.056382198,-0.4082167,0.39125267,-0.1227912,0.5505765,0.118069366,-0.2176985,0.14495967,0.38388553
-0.6400846,0.46265814,-0.2815461,0.62300897,-0.6310147,0.6906458,0.6252344,-0.47068006,0.6682323,0.6398513
-0.6087529,0.61279535,-0.69154024,0.6883755,-0.51407295,0.7690739,0.58270603,-0.48473623,0.56520635,0.5025134
-0.56268436,0.22027281,-0.27695265,0.49677593,-0.46831384,0.5052294,0.41026554,-0.37998098,0.29772615,0.32008088
-0.4437536,0.44949308,-0.24607235,0.5087886,-0.5491661,0.65578246,0.4216578,-0.5278522,0.44109794,0.4289778
-0.48077244,0.45967174,-0.12432242,0.38845563,-0.48313937,0.6540393,0.3233162,-0.16255881,0.4023203,0.4134059
-0.77122563,0.36441463,-0.65672576,0.7710642,-0.6720109,0.8677225,0.56191677,-0.3254739,0.65573925,0.6553409
-0.7352219,0.46941885,-0.20698836,0.5380883,-0.42956626,0.79053706,0.48468295,-0.3322141,0.5129993,0.39798546
-0.44034788,0.18467945,-0.22841501,0.6340792,-0.327882,0.4152565,0.35927126,-0.30160213,0.4563103,0.23553674
-0.5724802,0.5282826,-0.47564402,0.36616802,-0.63923955,0.23241727,0.52287865,-0.5599818,0.47985473,0.34959647
-0.43224388,0.055447254,-0.6810598,0.6874804,-0.36427385,0.48528782,0.43516076,-0.4350968,0.49275076,0.38656527
-0.43417016,0.12005585,-0.20347004,0.38980886,-0.1995187,0.27535802,0.20301439,-0.083605856,0.41559765,0.17923504
-0.62993056,0.60748076,-0.45791346,0.57507926,-0.6706768,0.6752837,0.65956944,-0.6090667,0.60376495,0.5317671
-0.48945755,-0.18185906,-0.26263905,0.68012786,-0.18986377,0.483535,0.2641583,-0.31894317,0.33057085,0.05063801
-0.22042763,-0.14784314,0.35996038,-0.18026552,0.24572296,-0.0100147305,-0.11451832,0.08215429,0.049543135,-0.10849388
-0.34725884,0.44123855,-0.7848841,0.768205,-0.44786406,0.4680555,0.35196722,-0.5826599,0.44049236,0.4389954
-0.23566148,0.36119053,-0.9056021,0.68805283,-0.4587703,0.39676273,0.41782746,-0.75908804,0.52632487,0.42934072
0.060165435,0.4209537,-0.77586997,0.48394093,-0.33906758,0.62932515,0.09475639,-0.6039454,0.45317978,0.3822793
-0.27555653,0.35385647,-0.6206453,0.51292664,-0.4553067,0.16938673,0.35899663,-0.5867056,0.2794995,0.42923266
-0.79534024,0.76054144,-0.7580341,0.8496512,-0.46079072,0.76181483,0.5688646,-0.70336145,0.83705,0.6664674
-0.6190671,0.1667067,-0.86967,0.7127887,-0.59243566,0.67921853,0.47176313,-0.75296956,0.5334026,0.586793
-0.53150105,0.51851356,-0.80719584,0.6981721,-0.49173403,0.68477905,0.6137048,-0.6028716,0.6298699,0.65286684
0.31100297,-0.5873903,-0.8768695,0.11816435,0.5411593,-0.18365473,-0.46179223,-0.5617345,0.0055237953,-0.22279295
0.26224452,-0.092000045,0.23598576,0.0038131112,0.30298674,-0.4326366,-0.21834219,-0.1457853,-0.12468255,-0.24148874
-0.8415543,0.6004168,-0.80616635,0.7967503,-0.769323,0.8233514,0.7103617,-0.70065135,0.7271503,0.79358566
-0.42526034,0.23811014,-0.5913779,0.68560654,-0.21478643,0.60662925,0.44771892,-0.5650872,0.5189879,0.18342142
0.38755953,-0.44752222,-0.065120876,0.03951076,-0.049186554,-0.5834692,-0.2110734,0.3248257,-0.39485154,-0.3754697
-0.35240525,0.41108012,-0.5612016,0.5537201,-0.3791875,0.15760854,0.3887425,-0.4639276,0.47671872,0.3602884
-0.23645324,-0.060914952,-0.91200846,0.76318836,-0.16157989,0.44957635,0.05363776,-0.8348935,0.45085534,0.5296931
0.071163684,-0.13658988,-0.9048048,0.6688058,-0.17496064,0.12980148,-0.03628333,-0.5409139,0.34883535,0.28496438
-0.070452705,-0.34353662,-0.9669497,0.76226205,-0.2844608,0.08197709,-0.1354799,-0.7059128,0.4652578,0.4168909
-0.5879059,0.5476212,-0.8843095,0.67198664,-0.57943416,0.76677734,0.6594025,-0.8020626,0.61771435,0.6594346
0.22909434,-0.18995322,-0.7882207,0.40678012,0.06308573,-0.013094819,-0.5080808,-0.36958137,0.3265645,0.17620571
0.60193044,-0.54645455,-0.3786605,-0.36672944,0.37423298,-0.16779537,-0.3485377,-0.28881633,-0.133576,-0.27899256
-0.7833192,0.5090607,-0.88199407,0.76584315,-0.8250598,0.8685564,0.75188017,-0.8355233,0.7207023,0.7862782
-0.5441288,0.25385198,-0.9073732,0.60038227,-0.2810012,0.5222208,0.3819342,-0.7420507,0.6511722,0.5932123
-0.43365657,0.033118274,-0.9577499,0.64006823,-0.20941265,0.6830914,0.39030328,-0.8509309,0.49443597,0.68969613
-0.014042873,0.19607927,-0.6718005,0.44378754,-0.4869348,0.07141318,0.22708102,-0.48803282,0.13586837,0.15928264
0.66250086,-0.4554672,-0.6646086,-0.062405884,0.24764809,-0.6898784,-0.6311899,-0.02357102,-0.5127279,-0.31696638
-0.12800173,0.45521978,-0.6880896,0.46939066,-0.37849125,0.36518115,0.44904414,-0.67416555,0.5806652,0.44310352
0.052167017,0.19211414,-0.44216868,0.46578318,-0.33409166,0.44799033,0.0739835,-0.6402865,0.13756894,0.29753083
0.10829213,-0.025016464,-0.7314682,0.39965412,-0.0457543,0.22013988,-0.2557515,-0.19547543,0.32041913,0.3577921
-0.52436143,0.38505718,-0.8243222,0.88581854,-0.52549064,0.66668797,0.42683607,-0.7782357,0.5658508,0.32560372
-0.108646885,-0.21904397,-0.9128557,0.54206747,0.32274345,0.22503893,-0.35159364,-0.65351087,0.27574816,0.15323442
0.17743471,-0.18233968,-0.7390921,0.5368486,0.123339735,-0.054041874,0.010896632,-0.4182615,0.23293057,0.0026270319
-0.4401382,0.24192071,-0.73953116,0.7495158,-0.3330996,0.3362081,0.32824063,-0.49703148,0.39898545,0.4088695
0.21252108,-0.3079496,-0.9245255,0.6694201,0.12923539,0.40035635,-0.24070163,-0.71239454,0.36573413,0.29647923
-0.14249252,-0.2233358,-0.9575132,0.6517526,-0.19054037,0.12724686,-0.033065245,-0.81123245,0.30105528,0.49468565
-0.124716476,0.1730293,-0.7374935,0.5553352,-0.23973423,0.31638053,0.21441902,-0.69017106,0.3035512,0.2983751
0.023950947,0.35879174,-0.3850619,0.6308698,-0.39117977,0.3807854,0.3005267,-0.4306269,0.5119865,0.2702741
-0.037520114,0.12258447,-0.91264284,0.75186473,-0.4032957,0.28392977,0.09839606,-0.67653453,0.5729303,0.5576085
0.58291674,0.3064016,-0.42716363,0.23266117,-0.01385272,-0.5676559,-0.0037988308,-0.17995825,0.028773526,0.018306063
-0.26795843,0.17202787,-0.81258965,0.6435276,-0.36093456,0.42987728,0.056729216,-0.63029224,0.5555295,0.45437348
-0.12419907,0.38705644,-0.69156706,0.63781047,-0.4152411,0.104864724,0.390294,-0.53728193,0.45824578,0.30644706
0.7227135,-0.025968919,0.5250858,-0.39310396,0.1405396,-0.52651924,-0.43322742,0.5579337,-0.27261066,-0.4574689
-0.29812312,0.3898598,-0.8309597,0.62808394,-0.35877472,0.5417365,0.27617106,-0.66755474,0.4668858,0.29333717
-0.22897638,0.053604886,-0.7586484,0.64911103,-0.3164538,0.46100688,0.16596623,-0.5295146,0.4675276,0.27107233
0.02522572,0.3071053,-0.4512315,0.5572929,-0.16115175,0.35327208,0.13414206,-0.25331655,0.23779254,0.2286602
-0.6792426,0.4826146,-0.85892063,0.80516016,-0.55871916,0.72090834,0.72078454,-0.6733697,0.6605071,0.49734306
0.32060632,0.045199078,-0.38546708,0.19799711,0.092852116,0.17684212,-0.06373932,-0.4832861,0.19613469,-0.17622255
-0.24264479,0.33629224,-0.8483364,0.5716392,-0.20060386,0.11029812,0.23980899,-0.53705627,0.28707168,0.3833234
-0.10135834,0.49873197,-0.3567183,0.24929337,-0.45195466,0.51729584,0.6073278,-0.55376875,0.6787473,0.47616634
-0.05631819,0.40716326,-0.72644454,0.7232044,-0.54044807,-0.07259957,0.28361878,-0.5229884,0.38365418,0.24416493
-0.24746948,-0.13353491,-0.6175406,0.43517032,0.052235153,0.4004118,0.3615833,-0.523292,0.400994,0.010575608
-0.32161766,0.01977387,-0.8354226,0.5061904,0.3828613,0.60632104,-0.054547623,-0.48894638,0.4107887,0.2948563
0.16212033,0.2002265,0.30790684,-0.059081666,0.3790204,0.0061247502,-0.1873033,0.32077298,-0.28549364,-0.5491818
-0.552601,0.24182256,-0.22726299,0.5798164,-0.17467172,0.58491063,0.17213064,-0.2087858,0.28748873,0.21608464
-0.18959188,-0.053856198,-0.53701925,0.67755574,-0.04598004,0.44336045,0.14961977,-0.44647768,0.33977848,0.16507387
-0.44776273,0.43596444,-0.44414365,0.59143865,-0.3916991,0.16360408,0.24742593,-0.21679713,0.45344925,0.24852216
0.61240256,-0.19047198,-0.6146526,-0.23229742,0.4191948,-0.4309598,-0.5006177,-0.2204134,-0.2605012,-0.4880203
-0.48243245,-0.046239525,-0.86688274,0.71654874,-0.18886769,0.6130476,0.15611084,-0.6706059,0.3195893,0.33450606
0.087712504,-0.40897024,-0.92485774,0.46175292,-0.09055651,0.11500937,-0.30238837,-0.7557216,0.21881524,0.21928975
-0.720839,0.23622136,-0.541118,0.59125537,-0.40907073,0.66406554,0.66747737,-0.3273064,0.45685235,0.2767149
-0.31961295,0.29760692,-0.759852,0.5387052,-0.43781018,0.6685358,0.5012211,-0.4548293,0.59793985,0.49863732
-0.6200229,0.51191366,-0.83842105,0.83616996,-0.5975481,0.65131235,0.5678857,-0.7347332,0.71078444,0.43334585
-0.66539055,0.43513364,-0.5071644,0.7492532,-0.3682954,0.7205121,0.5122839,-0.46575585,0.6816926,0.48514667
-0.54609954,0.5229301,-0.6893652,0.6243797,-0.5066294,0.47217163,0.63814384,-0.48413405,0.5823247,0.5383504
-0.5051877,0.28287578,-0.37045157,0.61825347,-0.3457953,0.63155264,0.47998333,-0.42043296,0.4355827,0.34627017
-0.551295,0.4551918,-0.7188929,0.6665556,-0.3190106,0.57953554,0.5179449,-0.56542456,0.5384775,0.57711494
0.8194049,-0.561496,-0.31174055,-0.5914278,0.40108076,-0.8334471,-0.76508325,0.1881753,-0.70739436,-0.53477234
-0.50935555,0.16277789,-0.8767693,0.71723336,-0.4049183,0.6160443,0.5633639,-0.7843973,0.5837079,0.61747867
0.49437875,-0.55318886,0.14776526,-0.27950165,0.5762264,-0.1746575,-0.22003229,-0.11505136,-0.3297252,-0.6328991
-0.29047224,-0.005811876,-0.64360464,0.6152839,-0.021154039,0.03714247,0.05312745,-0.32339233,0.2189297,0.116309725
0.21302392,0.11732213,-0.748743,0.41608745,0.09839359,-0.25501707,-0.06599684,-0.42772168,0.22841994,0.25368118
0.025532693,-0.20805126,0.17278233,-0.4052236,0.17176224,0.1251524,-0.24041165,0.22352186,-0.050101742,-0.08441259
0.15858556,-0.20021823,0.49743745,-0.57466733,0.21641175,0.009877796,-0.081322715,0.126174,-0.09574483,-0.14621522
-0.5732857,0.10337002,-0.44697753,0.20797884,-0.44640487,0.36772567,0.2838564,-0.2622107,0.49662438,0.4329434
0.083877996,-0.4602544,-0.30208907,0.006587183,0.16961984,-0.22547829,-0.21443245,0.28680766,-0.07788309,-0.22606875
-0.55749637,0.070686646,-0.49566948,0.35849324,-0.36339307,0.601203,0.3251547,-0.31430644,0.48238248,0.3965578
-0.72362447,0.29653138,-0.22221905,0.16738176,-0.44945925,0.7388432,0.47044903,-0.2564602,0.54250085,0.45130116
-0.5232553,0.4704478,-0.30174685,0.4475089,-0.58065355,0.7091003,0.38684726,-0.17316356,0.35024932,0.38972524
-0.778372,0.5295636,-0.536692,0.7212625,-0.63741153,0.8067469,0.47627804,-0.5311193,0.6868633,0.5357909
-0.47974452,0.31511575,-0.05121532,0.093179405,-0.23510632,0.22929677,0.23174116,-0.0036923517,0.33356765,-0.0927188
-0.56574076,0.38422284,-0.430855,0.47691435,-0.5777717,0.61297023,0.5189112,-0.4704032,0.41300407,0.5407061
-0.73974055,0.5081121,-0.45668468,0.45404947,-0.71844774,0.8238516,0.64187443,-0.48767662,0.42165586,0.3262758
-0.15328683,0.13729313,-0.118880026,0.6909402,-0.45388386,0.030884901,-0.00874149,-0.086543456,0.21214646,0.13591221
-0.58776754,0.35663968,0.12910888,-0.19245902,-0.2691993,0.635616,0.3001828,-0.15625022,0.323756,0.23562993
-0.7563275,0.70027775,-0.52523446,0.30161718,-0.7557917,0.6924053,0.5493943,-0.5818828,0.5214536,0.61569566
0.32479802,-0.02889932,0.5532253,-0.5585717,-0.0756765,-0.12346687,-0.2711115,0.3990192,-0.3574323,-0.15099567
-0.86267745,0.34101024,-0.6114368,0.56045216,-0.5653924,0.8907919,0.6230591,-0.65491664,0.50495327,0.53497666
0.10371873,-0.11093269,-0.20343205,-0.07583196,0.07543843,-0.47455698,-0.13741171,0.11719186,-0.33160922,-0.292058
-0.4283076,0.358358,-0.07751367,-0.2271204,-0.33528274,0.2616429,0.47377235,-0.074405916,0.051260605,-0.15277348
-0.6645086,0.6099627,-0.4522224,0.6328826,-0.5370153,0.72495,0.65995604,-0.57338506,0.54017186,0.4849808
-0.20136568,0.25869462,-0.049858443,-0.11993388,-0.20460367,0.44987303,-0.13584377,0.2787493,-0.030695066,0.24220183
-0.4338218,0.3641184,-0.56061685,0.7480752,-0.2731815,0.58959836,0.2443951,-0.5754014,0.47205415,0.37639394
-0.36805683,0.37331763,-0.18024279,0.42787153,-0.5206323,0.42611808,0.42910385,-0.29643783,0.238776,0.39324906
-0.46962133,0.28776228,-0.34696686,0.7398555,-0.31502062,0.63626456,0.2515237,-0.45034403,0.32026407,0.3664713
-0.671777,0.21632515,-0.64775455,0.7911284,-0.49902067,0.6459917,0.56465644,-0.6461318,0.3840258,0.28785264
0.4808314,0.32409286,0.4454801,-0.40432233,-0.18361318,-0.6426227,-0.07224868,0.53160554,-0.19675733,-0.27277827
-0.7181233,0.46008518,-0.79406404,0.7577412,-0.74829465,0.5879328,0.5861073,-0.7130353,0.6996824,0.61779815
-0.3282568,0.14849393,-0.66413486,0.71707046,-0.3303651,0.38096496,0.2817035,-0.3915899,0.43463504,0.2957256
-0.51618254,0.31947193,-0.28132895,0.58458436,-0.5713312,0.74916077,0.4234642,-0.33224124,0.37531525,0.5007238
-0.77912116,0.60583884,-0.4183026,0.7628742,-0.7542145,0.7847964,0.71135724,-0.67273444,0.72938436,0.59612316
-0.57338,0.47045627,-0.37004647,0.8383178,-0.6281716,0.7320909,0.47722682,-0.54700804,0.6176846,0.6753012
0.6463456,-0.12157408,0.5005325,-0.6652227,-0.098032795,-0.5029687,-0.42408028,0.55596316,-0.513489,-0.31599674
-0.24244899,0.2767355,-0.50391906,0.3944529,-0.32976785,0.19553442,0.1818055,-0.3217543,0.39710805,0.00467683
-0.5905096,0.43321413,-0.58732736,0.4511895,-0.47161812,0.50197023,0.37820682,-0.57489043,0.56139356,0.3888682
-0.54347295,0.3469368,-0.49960354,0.54280835,-0.393216,0.6121053,0.37602657,-0.47298568,0.5166338,0.30711368
-0.6041397,0.19883133,-0.65831417,0.56628376,-0.37242302,0.7136481,0.50284016,-0.6318661,0.557001,0.3121996
-0.530837,0.49744445,-0.63872993,0.77703375,-0.5000219,0.6763904,0.4310081,-0.49447888,0.5353529,0.3753242
0.5265497,-0.1196172,0.40006408,-0.6618889,0.02406776,-0.5065317,-0.4056748,0.42952725,-0.71058565,-0.34632632
-0.13144678,-0.024089633,0.1627417,-0.1708504,0.16201042,-0.04056754,-0.011520746,0.17836198,0.16911228,-0.3024574
-0.07214322,-0.470999,0.29670462,-0.3496462,0.23075129,-0.14983931,-0.2914952,-0.009889021,-0.20476161,-0.3007769
-0.29994538,0.032119915,-0.36116022,0.41545346,-0.10689221,0.2891631,0.16450484,-0.21013203,0.38211086,0.20712394
-0.5692492,0.40456182,-0.63957816,0.60243815,-0.53170747,0.2942064,0.48425537,-0.4297477,0.40852296,0.4897719
-0.12654607,0.116568424,-0.43711436,0.4491767,-0.11806979,-0.0403612,-0.0058206613,-0.20741284,0.22460069,-0.12699959
-0.59524155,0.2864195,-0.49182478,0.39344642,-0.46254516,0.5234161,0.50214463,-0.40057942,0.4106745,0.35111278
-0.34826413,0.1403736,-0.46851438,0.5831925,-0.48469976,0.38020036,0.17732817,-0.32967997,0.26290092,0.1956238
-0.71070385,0.4588304,-0.5767881,0.58687407,-0.5149708,0.7191988,0.5516246,-0.49600503,0.5167097,0.48127562
0.49358562,-0.10647234,0.5999945,-0.64947563,0.41203952,-0.33300066,-0.18198049,0.6196777,-0.2783363,-0.49653703
-0.6189406,0.27276894,-0.31900674,0.44285712,-0.5233318,0.49494305,0.20861034,-0.3644326,0.33354092,0.21861269
-0.29498646,0.09502295,-0.42985705,0.3813574,-0.15826541,0.23144116,0.12754798,-0.31934085,0.22624627,0.30600536
-0.27593404,0.0991694,-0.21520546,0.34288105,-0.1960352,0.29113644,0.22659574,-0.37180966,0.11907542,0.2509017
-0.56451553,0.50672734,-0.2946104,0.32064602,-0.6731254,0.4625047,0.6214748,-0.63876927,0.55628383,0.6374552
-0.3900113,0.015226871,-0.39989173,0.45397487,-0.2044209,0.37125465,0.09284551,-0.3713027,0.15329477,-0.13082743
-0.5393677,0.40003052,-0.49221772,0.53059924,-0.32326502,0.6776685,0.5035777,-0.52826935,0.5913802,0.17568418
-0.6858934,0.46794003,-0.60441816,0.52976215,-0.63107616,0.7857662,0.6757238,-0.63222796,0.59365785,0.5861868
-0.58749515,0.5429375,-0.6040385,0.8131251,-0.42886865,0.63829505,0.52789384,-0.56719494,0.6240186,0.4353201
-0.12282773,0.10363767,-0.4282657,0.42509618,-0.31812185,0.5466403,0.037318762,-0.0031836468,0.4414238,0.3436236
-0.8048449,0.53669494,-0.88658065,0.9261186,-0.4791748,0.6085497,0.55078965,-0.7906375,0.70535046,0.5049264
-0.5188991,0.19117244,-0.54499066,0.8041604,-0.36972067,0.60611933,0.48833275,-0.5225777,0.55621254,0.39118534
-0.30626607,0.17365019,-0.54343665,0.76589686,-0.4711524,0.81575096,0.6142076,-0.5607551,0.5928907,0.47418985
-0.8179529,0.59346056,-0.7746326,0.8284708,-0.46965897,0.87995803,0.6752568,-0.74636453,0.82219964,0.660654
-0.7245819,0.57706267,-0.4591982,0.66177607,-0.5154275,0.8089733,0.47740462,-0.24584101,0.76668566,0.69799423
-0.29883462,0.12940425,-0.22385474,-0.19146936,-0.42266718,0.41183108,0.11853943,-0.32236362,0.122414,0.63981694
-0.50150883,0.4648683,-0.51317406,0.5453208,-0.6365014,0.51496965,0.42490062,-0.57164854,0.48354274,0.3365889
-0.31741115,0.5186905,-0.20918506,0.3166183,-0.6400896,0.6909231,0.5453184,-0.46252123,0.4030401,0.33422512
0.32461902,0.2851927,0.4425247,0.23942295,0.21254675,-0.507831,-0.4152405,0.14858054,-0.5470197,-0.27175456
-0.7349107,0.40624446,-0.69536674,0.6794143,-0.6081265,0.5149315,0.7024859,-0.37395832,0.6259359,0.40548453
